    3.63363E+02    3.06403E+02    5.07843E+02    8.29246E+02
    3.63363E+02    3.21020E+02    5.56863E+02    8.70214E+02
    3.81381E+02    3.20837E+02    5.18627E+02    8.38481E+02
    3.87387E+02    3.04109E+02    5.32353E+02    8.50050E+02
    3.87387E+02    3.20719E+02    5.46078E+02    8.61418E+02
    3.87387E+02    3.04920E+02    5.81373E+02    8.89788E+02
    3.87387E+02    3.27947E+02    5.30392E+02    8.48410E+02
    3.99399E+02    3.03648E+02    5.36275E+02    8.53318E+02
    4.05405E+02    3.20298E+02    5.47059E+02    8.62223E+02
    4.05405E+02    3.10039E+02    5.55882E+02    8.69419E+02
    4.11411E+02    3.04890E+02    5.86275E+02    8.93640E+02
    4.11411E+02    3.17833E+02    5.47059E+02    8.62223E+02
    4.11411E+02    3.23922E+02    5.55882E+02    8.69419E+02
    4.11411E+02    3.02389E+02    5.50000E+02    8.64630E+02
    4.11411E+02    3.06310E+02    5.79412E+02    8.88242E+02
    4.17417E+02    3.20933E+02    5.80392E+02    8.89015E+02
    4.17417E+02    3.03728E+02    5.69608E+02    8.80462E+02
    4.23423E+02    3.12298E+02    5.96078E+02    9.01294E+02
    4.29429E+02    3.04460E+02    6.17647E+02    9.18128E+02
    4.29429E+02    3.16467E+02    6.11765E+02    9.13500E+02
    4.29429E+02    2.93512E+02    6.14706E+02    9.15807E+02
    4.35435E+02    3.03593E+02    6.43137E+02    9.40051E+02
    4.35435E+02    3.01917E+02    6.36275E+02    9.33646E+02
    4.35435E+02    3.02081E+02    6.30392E+02    9.28525E+02
    4.35435E+02    2.91957E+02    6.26471E+02    9.25246E+02
    4.35435E+02    3.06601E+02    6.27451E+02    9.26057E+02
    4.41441E+02    2.89024E+02    6.45098E+02    9.41989E+02
    4.47447E+02    2.93314E+02    6.53922E+02    9.51457E+02
    4.47447E+02    2.97871E+02    6.57843E+02    9.56118E+02
    4.47447E+02    3.11308E+02    6.60784E+02    9.59816E+02
    4.47447E+02    3.12459E+02    6.64706E+02    9.65025E+02
