    0.70147E+00    0.61733E+00    0.88005E+00
    0.70588E+00    0.62855E+00    0.89044E+00
    0.71324E+00    0.65096E+00    0.91269E+00
    0.72059E+00    0.66779E+00    0.92673E+00
    0.72647E+00    0.67902E+00    0.93468E+00
    0.73235E+00    0.69583E+00    0.95013E+00
    0.74412E+00    0.72387E+00    0.97280E+00
    0.75294E+00    0.75748E+00    0.10060E+01
    0.76765E+00    0.80231E+00    0.10451E+01
    0.78529E+00    0.85275E+00    0.10859E+01
    0.80294E+00    0.90878E+00    0.11318E+01
    0.82059E+00    0.98157E+00    0.11962E+01
    0.84118E+00    0.10711E+01    0.12734E+01
    0.86324E+00    0.11887E+01    0.13770E+01
    0.86912E+00    0.12390E+01    0.14256E+01
    0.87941E+00    0.13061E+01    0.14852E+01
    0.88529E+00    0.13676E+01    0.15449E+01
    0.88824E+00    0.14235E+01    0.16027E+01
    0.88824E+00    0.14626E+01    0.16467E+01
    0.88676E+00    0.14906E+01    0.16809E+01
    0.88235E+00    0.15240E+01    0.17273E+01
    0.87794E+00    0.15352E+01    0.17486E+01
    0.87206E+00    0.15463E+01    0.17732E+01
    0.86765E+00    0.15574E+01    0.17950E+01
    0.85735E+00    0.15685E+01    0.18295E+01
