    0.95313E+00    0.20211E+01    0.21205E+01
    0.96849E+00    0.20352E+01    0.21014E+01
    0.98501E+00    0.20423E+01    0.20733E+01
    0.10004E+01    0.20423E+01    0.20415E+01
    0.10181E+01    0.20423E+01    0.20060E+01
    0.10346E+01    0.20352E+01    0.19672E+01
    0.10499E+01    0.20141E+01    0.19184E+01
    0.10852E+01    0.19577E+01    0.18040E+01
    0.10958E+01    0.19225E+01    0.17545E+01
    0.11087E+01    0.18803E+01    0.16959E+01
    0.11228E+01    0.18310E+01    0.16307E+01
    0.11345E+01    0.17676E+01    0.15580E+01
    0.11474E+01    0.16761E+01    0.14607E+01
    0.11509E+01    0.16479E+01    0.14318E+01
    0.11568E+01    0.15986E+01    0.13820E+01
    0.11649E+01    0.15141E+01    0.12997E+01
    0.11707E+01    0.14366E+01    0.12271E+01
    0.11765E+01    0.13451E+01    0.11433E+01
    0.11811E+01    0.12465E+01    0.10553E+01
    0.11846E+01    0.11690E+01    0.98686E+00
    0.11868E+01    0.10493E+01    0.88414E+00
    0.11902E+01    0.95070E+00    0.79877E+00
    0.11925E+01    0.85915E+00    0.72048E+00
    0.11959E+01    0.77465E+00    0.64775E+00
    0.12017E+01    0.67606E+00    0.56259E+00
    0.12099E+01    0.59155E+00    0.48894E+00
