 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.41557E+07    4.02919E+00    1.10301E-01    1.50550E-01    2.90114E-02   -1.67429E-01    4.92453E-02    1.00000E-01    5.07547E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.47165E+07    4.01571E+00    1.10929E-01    1.50216E-01    3.16458E-02   -1.69460E-01    4.94635E-02    1.00000E-01    5.05365E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.52773E+07    4.00227E+00    1.12605E-01    1.44573E-01    2.54142E-01   -4.09312E-01    4.96811E-02    1.00000E-01    5.03189E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.58381E+07    3.98889E+00    1.12188E-01    1.49507E-01    3.86107E-02   -1.75369E-01    4.98980E-02    1.00000E-01    5.01020E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.63989E+07    3.97555E+00    1.13822E-01    1.43634E-01    2.70485E-01   -4.25475E-01    5.01142E-02    1.00000E-01    4.98858E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.69597E+07    3.96227E+00    1.13446E-01    1.48747E-01    4.76563E-02   -1.83543E-01    5.03297E-02    1.00000E-01    4.96703E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.75205E+07    3.94903E+00    1.14075E-01    1.48313E-01    5.43720E-02   -1.90019E-01    5.05446E-02    1.00000E-01    4.94554E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.80813E+07    3.93584E+00    1.15639E-01    1.42177E-01    2.97210E-01   -4.52121E-01    5.07589E-02    1.00000E-01    4.92411E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.86421E+07    3.92270E+00    1.16244E-01    1.41674E-01    3.06850E-01   -4.61796E-01    5.09725E-02    1.00000E-01    4.90275E-02
 4U_1608_52_4.22_kpc     3.00000E-01    7.00000E+00    7.92029E+07    3.90961E+00    1.15957E-01    1.46909E-01    7.87034E-02   -2.14005E-01    5.11855E-02    1.00000E-01    4.88145E-02
 4U_1608_52_4.22_kpc     3.50000E-01    7.00000E+00    7.13522E+07    4.18627E+00    1.04106E-01    1.57806E-01    1.70667E-01   -3.68985E-01    4.67099E-02    1.00000E-01    5.32901E-02
 4U_1608_52_4.22_kpc     3.50000E-01    7.00000E+00    7.26140E+07    4.15621E+00    1.05428E-01    1.56952E-01    1.81842E-01   -3.79257E-01    4.71944E-02    1.00000E-01    5.28056E-02
 4U_1608_52_4.22_kpc     3.50000E-01    7.00000E+00    7.38757E+07    4.12641E+00    1.06749E-01    1.56076E-01    1.94269E-01   -3.90921E-01    4.76750E-02    1.00000E-01    5.23250E-02
