    0.84716E-01    0.38371E-01    0.37508E-01    0.89111E+00    0.50905E+03    0.80905E+03    0.10607E+01    0.10830E+01    0.18666E+01    0.18806E+01
    0.87773E-01    0.40606E-01    0.39610E-01    0.87767E+00    0.51301E+03    0.81301E+03    0.10659E+01    0.10906E+01    0.18697E+01    0.18851E+01
    0.90830E-01    0.42606E-01    0.41330E-01    0.86489E+00    0.51697E+03    0.81697E+03    0.10711E+01    0.11018E+01    0.18728E+01    0.18918E+01
    0.90830E-01    0.42384E-01    0.41330E-01    0.86489E+00    0.52094E+03    0.82094E+03    0.10763E+01    0.11018E+01    0.18760E+01    0.18918E+01
    0.93886E-01    0.44182E-01    0.42667E-01    0.85271E+00    0.52490E+03    0.82490E+03    0.10815E+01    0.11174E+01    0.18791E+01    0.19011E+01
    0.93886E-01    0.43957E-01    0.42667E-01    0.85271E+00    0.52886E+03    0.82886E+03    0.10866E+01    0.11174E+01    0.18821E+01    0.19011E+01
    0.93886E-01    0.43733E-01    0.42667E-01    0.85271E+00    0.53283E+03    0.83283E+03    0.10919E+01    0.11174E+01    0.18853E+01    0.19011E+01
    0.93886E-01    0.43733E-01    0.42667E-01    0.85271E+00    0.53283E+03    0.83283E+03    0.10919E+01    0.11174E+01    0.18853E+01    0.19011E+01
    0.93886E-01    0.43622E-01    0.42667E-01    0.85271E+00    0.53482E+03    0.83482E+03    0.10945E+01    0.11174E+01    0.18869E+01    0.19011E+01
    0.93886E-01    0.43403E-01    0.42667E-01    0.85271E+00    0.53878E+03    0.83878E+03    0.10997E+01    0.11174E+01    0.18900E+01    0.19011E+01
    0.90830E-01    0.41733E-01    0.41330E-01    0.86489E+00    0.53284E+03    0.83284E+03    0.10919E+01    0.11018E+01    0.18853E+01    0.18918E+01
    0.90830E-01    0.41948E-01    0.41330E-01    0.86489E+00    0.52887E+03    0.82887E+03    0.10867E+01    0.11018E+01    0.18822E+01    0.18918E+01
    0.90830E-01    0.41840E-01    0.41330E-01    0.86489E+00    0.53086E+03    0.83086E+03    0.10893E+01    0.11018E+01    0.18838E+01    0.18918E+01
    0.96943E-01    0.45358E-01    0.43622E-01    0.84108E+00    0.53679E+03    0.83679E+03    0.10970E+01    0.11383E+01    0.18884E+01    0.19136E+01
    0.93886E-01    0.43293E-01    0.42667E-01    0.85271E+00    0.54077E+03    0.84077E+03    0.11023E+01    0.11174E+01    0.18915E+01    0.19011E+01
    0.93886E-01    0.42969E-01    0.42667E-01    0.85271E+00    0.54672E+03    0.84672E+03    0.11101E+01    0.11174E+01    0.18962E+01    0.19011E+01
    0.93886E-01    0.42969E-01    0.42667E-01    0.85271E+00    0.54672E+03    0.84672E+03    0.11101E+01    0.11174E+01    0.18962E+01    0.19011E+01
    0.93886E-01    0.42969E-01    0.42667E-01    0.85271E+00    0.54672E+03    0.84672E+03    0.11101E+01    0.11174E+01    0.18962E+01    0.19011E+01
    0.93886E-01    0.42969E-01    0.42667E-01    0.85271E+00    0.54672E+03    0.84672E+03    0.11101E+01    0.11174E+01    0.18962E+01    0.19011E+01
    0.93886E-01    0.42756E-01    0.42667E-01    0.85271E+00    0.55069E+03    0.85069E+03    0.11153E+01    0.11174E+01    0.18993E+01    0.19011E+01
    0.87773E-01    0.38858E-01    0.39610E-01    0.87767E+00    0.54674E+03    0.84674E+03    0.11101E+01    0.10906E+01    0.18962E+01    0.18851E+01
    0.90830E-01    0.40999E-01    0.41330E-01    0.86489E+00    0.54673E+03    0.84673E+03    0.11101E+01    0.11018E+01    0.18962E+01    0.18918E+01
    0.90830E-01    0.41102E-01    0.41330E-01    0.86489E+00    0.54475E+03    0.84475E+03    0.11075E+01    0.11018E+01    0.18947E+01    0.18918E+01
    0.90830E-01    0.40693E-01    0.41330E-01    0.86489E+00    0.55268E+03    0.85268E+03    0.11179E+01    0.11018E+01    0.19009E+01    0.18918E+01
    0.90830E-01    0.40897E-01    0.41330E-01    0.86489E+00    0.54871E+03    0.84871E+03    0.11127E+01    0.11018E+01    0.18978E+01    0.18918E+01
    0.96943E-01    0.44575E-01    0.43622E-01    0.84108E+00    0.55068E+03    0.85068E+03    0.11153E+01    0.11383E+01    0.18993E+01    0.19136E+01
    0.96943E-01    0.44796E-01    0.43622E-01    0.84108E+00    0.54671E+03    0.84671E+03    0.11100E+01    0.11383E+01    0.18962E+01    0.19136E+01
    0.96943E-01    0.44248E-01    0.43622E-01    0.84108E+00    0.55663E+03    0.85663E+03    0.11231E+01    0.11383E+01    0.19040E+01    0.19136E+01
    0.96943E-01    0.44140E-01    0.43622E-01    0.84108E+00    0.55862E+03    0.85862E+03    0.11257E+01    0.11383E+01    0.19056E+01    0.19136E+01
    0.84716E-01    0.35963E-01    0.37508E-01    0.89111E+00    0.55865E+03    0.85865E+03    0.11257E+01    0.10830E+01    0.19056E+01    0.18806E+01
    0.84716E-01    0.36144E-01    0.37508E-01    0.89111E+00    0.55468E+03    0.85468E+03    0.11205E+01    0.10830E+01    0.19025E+01    0.18806E+01
    0.90830E-01    0.40491E-01    0.41330E-01    0.86489E+00    0.55665E+03    0.85665E+03    0.11231E+01    0.11018E+01    0.19040E+01    0.18918E+01
    0.10000E+00    0.45273E-01    0.44194E-01    0.82996E+00    0.56853E+03    0.86853E+03    0.11387E+01    0.11652E+01    0.19134E+01    0.19297E+01
    0.10000E+00    0.45166E-01    0.44194E-01    0.82996E+00    0.57051E+03    0.87051E+03    0.11413E+01    0.11652E+01    0.19149E+01    0.19297E+01
    0.10000E+00    0.45058E-01    0.44194E-01    0.82996E+00    0.57250E+03    0.87250E+03    0.11439E+01    0.11652E+01    0.19165E+01    0.19297E+01
    0.10000E+00    0.45058E-01    0.44194E-01    0.82996E+00    0.57250E+03    0.87250E+03    0.11439E+01    0.11652E+01    0.19165E+01    0.19297E+01
    0.10000E+00    0.44738E-01    0.44194E-01    0.82996E+00    0.57845E+03    0.87845E+03    0.11517E+01    0.11652E+01    0.19212E+01    0.19297E+01
    0.10000E+00    0.44633E-01    0.44194E-01    0.82996E+00    0.58043E+03    0.88043E+03    0.11543E+01    0.11652E+01    0.19227E+01    0.19297E+01
