    0.82941E+00    0.13852E+01    0.16701E+01
    0.83824E+00    0.13852E+01    0.16525E+01
    0.83971E+00    0.13852E+01    0.16496E+01
    0.83971E+00    0.13852E+01    0.16496E+01
    0.84706E+00    0.13852E+01    0.16353E+01
    0.84706E+00    0.13852E+01    0.16353E+01
    0.85294E+00    0.13852E+01    0.16240E+01
    0.85294E+00    0.13852E+01    0.16240E+01
    0.85735E+00    0.13796E+01    0.16091E+01
    0.85735E+00    0.13796E+01    0.16091E+01
    0.86176E+00    0.13739E+01    0.15943E+01
    0.86176E+00    0.13739E+01    0.15943E+01
    0.86912E+00    0.13739E+01    0.15808E+01
    0.86912E+00    0.13739E+01    0.15808E+01
    0.87500E+00    0.13739E+01    0.15702E+01
    0.87500E+00    0.13739E+01    0.15702E+01
    0.88088E+00    0.13739E+01    0.15597E+01
    0.88088E+00    0.13739E+01    0.15597E+01
    0.88676E+00    0.13739E+01    0.15493E+01
    0.88676E+00    0.13739E+01    0.15493E+01
    0.89265E+00    0.13739E+01    0.15391E+01
    0.89265E+00    0.13739E+01    0.15391E+01
    0.89706E+00    0.13739E+01    0.15316E+01
    0.89706E+00    0.13739E+01    0.15316E+01
    0.90147E+00    0.13627E+01    0.15116E+01
    0.90147E+00    0.13627E+01    0.15116E+01
    0.91029E+00    0.13627E+01    0.14970E+01
    0.91471E+00    0.13571E+01    0.14836E+01
    0.91471E+00    0.13571E+01    0.14836E+01
    0.91912E+00    0.13571E+01    0.14765E+01
    0.91912E+00    0.13571E+01    0.14765E+01
    0.92647E+00    0.13515E+01    0.14588E+01
    0.92647E+00    0.13515E+01    0.14588E+01
    0.92794E+00    0.13403E+01    0.14444E+01
    0.92794E+00    0.13403E+01    0.14444E+01
    0.93382E+00    0.13403E+01    0.14353E+01
    0.93382E+00    0.13403E+01    0.14353E+01
    0.93824E+00    0.13403E+01    0.14285E+01
    0.94265E+00    0.13347E+01    0.14159E+01
    0.94265E+00    0.13347E+01    0.14159E+01
    0.94706E+00    0.13291E+01    0.14034E+01
    0.94706E+00    0.13291E+01    0.14034E+01
    0.95000E+00    0.13291E+01    0.13991E+01
    0.95000E+00    0.13291E+01    0.13991E+01
    0.95735E+00    0.13235E+01    0.13825E+01
    0.96029E+00    0.13179E+01    0.13724E+01
    0.96029E+00    0.13179E+01    0.13724E+01
    0.96471E+00    0.13179E+01    0.13661E+01
    0.96471E+00    0.13179E+01    0.13661E+01
    0.97206E+00    0.13179E+01    0.13558E+01
    0.97647E+00    0.13123E+01    0.13439E+01
    0.97647E+00    0.13123E+01    0.13439E+01
    0.98088E+00    0.13067E+01    0.13322E+01
    0.98088E+00    0.13067E+01    0.13322E+01
    0.98676E+00    0.13011E+01    0.13186E+01
    0.98676E+00    0.13011E+01    0.13186E+01
    0.99118E+00    0.12955E+01    0.13070E+01
    0.99118E+00    0.12955E+01    0.13070E+01
    0.99412E+00    0.12955E+01    0.13032E+01
    0.99412E+00    0.12955E+01    0.13032E+01
    0.10000E+01    0.12899E+01    0.12899E+01
    0.10029E+01    0.12843E+01    0.12806E+01
    0.10029E+01    0.12843E+01    0.12806E+01
    0.10088E+01    0.12787E+01    0.12675E+01
    0.10088E+01    0.12787E+01    0.12675E+01
    0.10162E+01    0.12787E+01    0.12583E+01
    0.10162E+01    0.12787E+01    0.12583E+01
    0.10191E+01    0.12731E+01    0.12492E+01
    0.10191E+01    0.12731E+01    0.12492E+01
    0.10250E+01    0.12675E+01    0.12366E+01
    0.10250E+01    0.12675E+01    0.12366E+01
    0.10294E+01    0.12619E+01    0.12259E+01
    0.10294E+01    0.12619E+01    0.12259E+01
    0.10368E+01    0.12619E+01    0.12171E+01
    0.10368E+01    0.12619E+01    0.12171E+01
    0.10382E+01    0.12619E+01    0.12155E+01
    0.10382E+01    0.12619E+01    0.12155E+01
    0.10412E+01    0.12507E+01    0.12012E+01
    0.10412E+01    0.12507E+01    0.12012E+01
    0.10441E+01    0.12451E+01    0.11925E+01
    0.10485E+01    0.12451E+01    0.11875E+01
    0.10485E+01    0.12451E+01    0.11875E+01
    0.10515E+01    0.12451E+01    0.11841E+01
    0.10515E+01    0.12451E+01    0.11841E+01
    0.10544E+01    0.12395E+01    0.11756E+01
    0.10618E+01    0.12283E+01    0.11568E+01
    0.10618E+01    0.12283E+01    0.11568E+01
    0.10662E+01    0.12283E+01    0.11520E+01
    0.10662E+01    0.12283E+01    0.11520E+01
    0.10691E+01    0.12283E+01    0.11489E+01
