	Mass	       Radius	   Mag Field	 Alpha_BL	Mdot		Epsilon		GammaPhi	Delta	   Deltanu/1000	      Nu1	   DNu/Nu1	  Delta*R_in	R_in/R_ISCO    R_in/R_*
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.21070E-02    8.47279E-02    2.36708E-01    1.97079E-01    2.92220E-01    6.20588E-01    4.70876E-01    4.51051E-01    5.14696E+00    2.08062E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.21070E-02    9.17514E-02    2.19494E-01    2.13416E-01    3.18255E-01    5.61765E-01    5.66527E-01    4.88441E-01    5.14696E+00    2.08062E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.24231E-02    8.71130E-02    2.34282E-01    2.02627E-01    2.96378E-01    6.03922E-01    4.90755E-01    4.63239E-01    5.14131E+00    2.07834E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.24231E-02    9.17143E-02    2.32846E-01    2.13329E-01    2.98552E-01    5.73529E-01    5.20553E-01    4.87707E-01    5.14131E+00    2.07834E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.24231E-02    9.84034E-02    2.27648E-01    2.28888E-01    3.06428E-01    5.30392E-01    5.77739E-01    5.23278E-01    5.14131E+00    2.07834E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.24231E-02    8.67932E-02    2.40243E-01    2.01883E-01    2.87347E-01    6.09804E-01    4.71212E-01    4.61538E-01    5.14131E+00    2.07834E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.24231E-02    8.36912E-02    2.30499E-01    1.94667E-01    3.02109E-01    6.24510E-01    4.83754E-01    4.45043E-01    5.14131E+00    2.07834E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.27397E-02    9.49369E-02    2.31306E-01    2.20825E-01    3.01380E-01    5.53922E-01    5.44084E-01    5.04291E-01    5.13569E+00    2.07606E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.27397E-02    9.44940E-02    2.25277E-01    2.19795E-01    3.10529E-01    5.51961E-01    5.62592E-01    5.01938E-01    5.13569E+00    2.07606E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    8.87031E-02    2.36679E-01    2.06325E-01    2.93707E-01    5.97059E-01    4.91923E-01    4.70664E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.66414E-02    2.31615E-01    2.24790E-01    3.01404E-01    5.45098E-01    5.52935E-01    5.12785E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.34859E-02    2.23991E-01    2.17450E-01    3.12992E-01    5.57843E-01    5.61075E-01    4.96042E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    8.80007E-02    2.19406E-01    2.04691E-01    3.19961E-01    5.88235E-01    5.43934E-01    4.66937E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    8.87577E-02    2.31450E-01    2.06452E-01    3.01656E-01    5.93137E-01    5.08577E-01    4.70954E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.21716E-02    2.25010E-01    2.14393E-01    3.11443E-01    5.66667E-01    5.49605E-01    4.89068E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.03179E-02    2.22931E-01    2.10081E-01    3.14603E-01    5.76471E-01    5.45740E-01    4.79233E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.06382E-02    2.20723E-01    2.10826E-01    3.17959E-01    5.72549E-01    5.55339E-01    4.80932E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    9.56755E-02    2.27997E-01    2.22543E-01    3.06904E-01    5.48039E-01    5.60004E-01    5.07660E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.30563E-02    8.72338E-02    2.28590E-01    2.02908E-01    3.06003E-01    6.00980E-01    5.09173E-01    4.62868E-01    5.13008E+00    2.07380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.33724E-02    8.36843E-02    2.31585E-01    1.94651E-01    3.01941E-01    6.28431E-01    4.80468E-01    4.43552E-01    5.12452E+00    2.07155E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.33724E-02    8.73328E-02    2.36434E-01    2.03138E-01    2.94559E-01    6.06863E-01    4.85380E-01    4.62891E-01    5.12452E+00    2.07155E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.33724E-02    9.80761E-02    2.17597E-01    2.28127E-01    3.23237E-01    5.26471E-01    6.13969E-01    5.19834E-01    5.12452E+00    2.07155E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.33724E-02    9.24116E-02    2.19898E-01    2.14951E-01    3.19733E-01    5.61765E-01    5.69158E-01    4.89810E-01    5.12452E+00    2.07155E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.33724E-02    9.14187E-02    2.36110E-01    2.12642E-01    2.95052E-01    5.80392E-01    5.08367E-01    4.84547E-01    5.12452E+00    2.07155E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    8.82414E-02    2.38140E-01    2.05251E-01    2.92436E-01    6.02941E-01    4.85016E-01    4.67200E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    7.11547E-02    2.19484E-01    1.65507E-01    3.20884E-01    7.17647E-01    4.47133E-01    3.76734E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    8.53598E-02    2.23897E-01    1.98549E-01    3.14156E-01    6.11765E-01    5.13524E-01    4.51944E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    7.04428E-02    2.19057E-01    1.63851E-01    3.21535E-01    7.23529E-01    4.44398E-01    3.72964E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    7.01590E-02    2.24837E-01    1.63191E-01    3.12722E-01    7.31373E-01    4.27582E-01    3.71462E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    9.19947E-02    2.27471E-01    2.13981E-01    3.08705E-01    5.71569E-01    5.40101E-01    4.87072E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    8.31545E-02    2.29150E-01    1.93419E-01    3.06145E-01    6.31373E-01    4.84888E-01    4.40268E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.36890E-02    9.62647E-02    2.23904E-01    2.23914E-01    3.14145E-01    5.43137E-01    5.78390E-01    5.09681E-01    5.11897E+00    2.06931E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    7.24362E-02    2.19659E-01    1.68488E-01    3.21136E-01    7.07843E-01    4.53683E-01    3.83106E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    7.17958E-02    2.20029E-01    1.66998E-01    3.20571E-01    7.13725E-01    4.49152E-01    3.79719E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    1.01617E-01    2.26002E-01    2.36362E-01    3.11449E-01    5.15686E-01    6.03951E-01    5.37437E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    8.87406E-02    2.32729E-01    2.06412E-01    3.01174E-01    5.97059E-01    5.04429E-01    4.69338E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    6.91702E-02    2.19140E-01    1.60891E-01    3.21929E-01    7.36275E-01    4.37240E-01    3.65832E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.40051E-02    9.23155E-02    2.35753E-01    2.14728E-01    2.96556E-01    5.76471E-01    5.14434E-01    4.88245E-01    5.11346E+00    2.06708E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    8.92592E-02    2.29322E-01    2.07619E-01    3.06872E-01    5.92157E-01    5.18227E-01    4.71573E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    7.00029E-02    2.31087E-01    1.62828E-01    3.04172E-01    7.40196E-01    4.10934E-01    3.69839E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    9.14634E-02    2.20150E-01    2.12746E-01    3.20903E-01    5.70588E-01    5.62408E-01    4.83218E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    9.32823E-02    2.27698E-01    2.16976E-01    3.09356E-01    5.65686E-01    5.46869E-01    4.92828E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    7.01112E-02    2.20673E-01    1.63080E-01    3.20103E-01    7.30392E-01    4.38262E-01    3.70411E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    8.89402E-02    2.21985E-01    2.06877E-01    3.18096E-01    5.88235E-01    5.40763E-01    4.69888E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.43217E-02    6.97185E-02    2.20036E-01    1.62167E-01    3.21077E-01    7.33333E-01    4.37832E-01    3.68336E-01    5.10797E+00    2.06486E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.46383E-02    8.69304E-02    2.35307E-01    2.02202E-01    2.98194E-01    6.12745E-01    4.86653E-01    4.58778E-01    5.10250E+00    2.06265E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.46383E-02    8.70087E-02    2.30507E-01    2.02384E-01    3.05549E-01    6.08824E-01    5.01868E-01    4.59191E-01    5.10250E+00    2.06265E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.46383E-02    9.37579E-02    2.25256E-01    2.18083E-01    3.13595E-01    5.61765E-01    5.58232E-01    4.94811E-01    5.10250E+00    2.06265E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.46383E-02    8.81011E-02    2.33789E-01    2.04925E-01    3.00520E-01    6.03922E-01    4.97614E-01    4.64957E-01    5.10250E+00    2.06265E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    7.04866E-02    2.45572E-01    1.63953E-01    2.82918E-01    7.47059E-01    3.78709E-01    3.71600E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    9.14064E-02    2.29362E-01    2.12613E-01    3.07795E-01    5.80392E-01    5.30323E-01    4.81887E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    9.30840E-02    2.35743E-01    2.16515E-01    2.98002E-01    5.74510E-01    5.18706E-01    4.90731E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    6.97122E-02    2.28415E-01    1.62152E-01    3.09249E-01    7.43137E-01    4.16140E-01    3.67517E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    8.83624E-02    2.28169E-01    2.05533E-01    3.09626E-01    5.99020E-01    5.16888E-01    4.65840E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.49544E-02    9.00996E-02    2.35628E-01    2.09573E-01    2.98179E-01    5.93137E-01    5.02715E-01    4.74998E-01    5.09707E+00    2.06045E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.52710E-02    7.30603E-02    2.24834E-01    1.69940E-01    3.15247E-01    7.11765E-01    4.42909E-01    3.84759E-01    5.09166E+00    2.05826E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.52710E-02    7.29777E-02    2.28704E-01    1.69748E-01    3.09298E-01    7.15686E-01    4.32170E-01    3.84324E-01    5.09166E+00    2.05826E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.52710E-02    8.81124E-02    2.38417E-01    2.04951E-01    2.94367E-01    6.08824E-01    4.83501E-01    4.64028E-01    5.09166E+00    2.05826E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.55871E-02    8.84526E-02    2.32978E-01    2.05743E-01    3.03209E-01    6.03922E-01    5.02066E-01    4.65327E-01    5.08628E+00    2.05609E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.55871E-02    7.03237E-02    2.45732E-01    1.63574E-01    2.83573E-01    7.50980E-01    3.77604E-01    3.69956E-01    5.08628E+00    2.05609E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.55871E-02    7.02751E-02    2.41060E-01    1.63461E-01    2.90765E-01    7.49020E-01    3.88194E-01    3.69700E-01    5.08628E+00    2.05609E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.55871E-02    9.14836E-02    2.19500E-01    2.12793E-01    3.23959E-01    5.73529E-01    5.64852E-01    4.81272E-01    5.08628E+00    2.05609E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    7.01529E-02    2.30255E-01    1.63177E-01    3.07887E-01    7.44118E-01    4.13761E-01    3.68668E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    8.99432E-02    2.38810E-01    2.09210E-01    2.94696E-01    5.99020E-01    4.91964E-01    4.72670E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    9.26937E-02    2.38399E-01    2.15607E-01    2.95330E-01    5.81373E-01    5.07987E-01    4.87125E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    7.03057E-02    2.47073E-01    1.63533E-01    2.81953E-01    7.52941E-01    3.74469E-01    3.69471E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    9.16388E-02    2.22905E-01    2.13154E-01    3.19221E-01    5.76471E-01    5.53750E-01    4.81581E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.59037E-02    7.21899E-02    2.16573E-01    1.67915E-01    3.28986E-01    7.13725E-01    4.60942E-01    3.79373E-01    5.08091E+00    2.05392E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.65364E-02    7.19680E-02    2.16315E-01    1.67399E-01    3.30421E-01    7.17647E-01    4.60423E-01    3.77415E-01    5.07027E+00    2.04962E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.65364E-02    7.07197E-02    2.53215E-01    1.64495E-01    2.73341E-01    7.53922E-01    3.62559E-01    3.70868E-01    5.07027E+00    2.04962E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.68530E-02    7.03715E-02    2.55181E-01    1.63685E-01    2.70723E-01    7.58824E-01    3.56767E-01    3.68657E-01    5.06498E+00    2.04748E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.68530E-02    7.13890E-02    2.47723E-01    1.66052E-01    2.82278E-01    7.47059E-01    3.77852E-01    3.73988E-01    5.06498E+00    2.04748E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.71691E-02    6.95555E-02    2.43326E-01    1.61788E-01    2.89541E-01    7.62745E-01    3.79604E-01    3.64005E-01    5.05973E+00    2.04536E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.71691E-02    7.11827E-02    2.47582E-01    1.65572E-01    2.82936E-01    7.50000E-01    3.77248E-01    3.72520E-01    5.05973E+00    2.04536E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.78023E-02    6.98350E-02    2.50362E-01    1.62438E-01    2.79488E-01    7.65686E-01    3.65016E-01    3.64712E-01    5.04928E+00    2.04113E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.81184E-02    7.04521E-02    2.51852E-01    1.63873E-01    2.77597E-01    7.61765E-01    3.64413E-01    3.67557E-01    5.04410E+00    2.03904E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.84350E-02    7.06307E-02    2.45801E-01    1.64288E-01    2.87471E-01    7.58824E-01    3.78838E-01    3.68112E-01    5.03893E+00    2.03695E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.84350E-02    7.01029E-02    2.62426E-01    1.63061E-01    2.61514E-01    7.68627E-01    3.40235E-01    3.65361E-01    5.03893E+00    2.03695E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.84350E-02    6.93477E-02    2.61942E-01    1.61304E-01    2.62270E-01    7.75490E-01    3.38199E-01    3.61425E-01    5.03893E+00    2.03695E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.87511E-02    6.95534E-02    2.52392E-01    1.61783E-01    2.77604E-01    7.72549E-01    3.59335E-01    3.62128E-01    5.03380E+00    2.03487E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.87511E-02    6.81486E-02    2.67910E-01    1.58515E-01    2.53338E-01    7.88235E-01    3.21399E-01    3.54814E-01    5.03380E+00    2.03487E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.87511E-02    7.03741E-02    2.54563E-01    1.63692E-01    2.74210E-01    7.65686E-01    3.58123E-01    3.66401E-01    5.03380E+00    2.03487E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.90677E-02    6.97593E-02    2.54732E-01    1.62262E-01    2.74364E-01    7.72549E-01    3.55141E-01    3.62831E-01    5.02868E+00    2.03280E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.90677E-02    6.85175E-02    2.59727E-01    1.59373E-01    2.66541E-01    7.85294E-01    3.39416E-01    3.56372E-01    5.02868E+00    2.03280E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.93844E-02    6.79363E-02    2.73905E-01    1.58021E-01    2.44708E-01    7.92157E-01    3.08914E-01    3.52991E-01    5.02358E+00    2.03074E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.93844E-02    6.97440E-02    2.62814E-01    1.62226E-01    2.62105E-01    7.75490E-01    3.37986E-01    3.62384E-01    5.02358E+00    2.03074E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.93844E-02    6.92204E-02    2.53695E-01    1.61008E-01    2.76407E-01    7.78431E-01    3.55082E-01    3.59663E-01    5.02358E+00    2.03074E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.93844E-02    7.00044E-02    2.51974E-01    1.62832E-01    2.79107E-01    7.70588E-01    3.62200E-01    3.63736E-01    5.02358E+00    2.03074E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.97005E-02    6.84061E-02    2.71559E-01    1.59114E-01    2.48764E-01    7.89216E-01    3.15204E-01    3.55073E-01    5.01852E+00    2.02870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.97005E-02    6.89870E-02    2.55630E-01    1.60465E-01    2.73787E-01    7.82353E-01    3.49953E-01    3.58089E-01    5.01852E+00    2.02870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.00171E-02    6.77050E-02    2.71481E-01    1.57483E-01    2.49262E-01    7.97059E-01    3.12727E-01    3.51081E-01    5.01347E+00    2.02666E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.03332E-02    6.81595E-02    2.66540E-01    1.58540E-01    2.57422E-01    7.94118E-01    3.24161E-01    3.53084E-01    5.00845E+00    2.02463E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.03332E-02    6.88870E-02    2.66903E-01    1.60233E-01    2.56850E-01    7.87255E-01    3.26260E-01    3.56852E-01    5.00845E+00    2.02463E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.06498E-02    6.76190E-02    2.78418E-01    1.57283E-01    2.39065E-01    7.99020E-01    2.99198E-01    3.49934E-01    5.00344E+00    2.02260E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.06498E-02    6.99370E-02    2.57416E-01    1.62675E-01    2.72207E-01    7.77451E-01    3.50128E-01    3.61930E-01    5.00344E+00    2.02260E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.06498E-02    6.94852E-02    2.74600E-01    1.61624E-01    2.45091E-01    7.82353E-01    3.13274E-01    3.59591E-01    5.00344E+00    2.02260E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.09664E-02    6.83858E-02    2.77726E-01    1.59067E-01    2.40516E-01    7.93137E-01    3.03246E-01    3.53550E-01    4.99846E+00    2.02059E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.12825E-02    6.89482E-02    2.69175E-01    1.60375E-01    2.54408E-01    7.90196E-01    3.21956E-01    3.56104E-01    4.99351E+00    2.01859E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.12825E-02    6.82131E-02    2.70655E-01    1.58665E-01    2.52065E-01    7.97059E-01    3.16244E-01    3.52307E-01    4.99351E+00    2.01859E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.15991E-02    7.15930E-02    2.57050E-01    1.66527E-01    2.74004E-01    7.65686E-01    3.57854E-01    3.69398E-01    4.98857E+00    2.01659E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.15991E-02    6.93738E-02    2.64170E-01    1.61365E-01    2.62719E-01    7.87255E-01    3.33715E-01    3.57948E-01    4.98857E+00    2.01659E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.15991E-02    6.98469E-02    2.75637E-01    1.62465E-01    2.44543E-01    7.82353E-01    3.12574E-01    3.60389E-01    4.98857E+00    2.01659E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.15991E-02    7.04875E-02    2.60525E-01    1.63955E-01    2.68497E-01    7.76471E-01    3.45791E-01    3.63694E-01    4.98857E+00    2.01659E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.19152E-02    7.28678E-02    2.58822E-01    1.69492E-01    2.71596E-01    7.55882E-01    3.59310E-01    3.75606E-01    4.98367E+00    2.01461E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.22318E-02    7.12575E-02    2.52425E-01    1.65746E-01    2.82166E-01    7.69608E-01    3.66636E-01    3.66945E-01    4.97877E+00    2.01263E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.25484E-02    7.26941E-02    2.55600E-01    1.69088E-01    2.77527E-01    7.58824E-01    3.65733E-01    3.73976E-01    4.97390E+00    2.01066E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.25484E-02    7.25167E-02    2.61724E-01    1.68675E-01    2.67777E-01    7.61765E-01    3.51522E-01    3.73064E-01    4.97390E+00    2.01066E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.25484E-02    7.08685E-02    2.60892E-01    1.64842E-01    2.69101E-01    7.76471E-01    3.46569E-01    3.64585E-01    4.97390E+00    2.01066E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.25484E-02    7.12438E-02    2.58331E-01    1.65714E-01    2.73179E-01    7.72549E-01    3.53607E-01    3.66515E-01    4.97390E+00    2.01066E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.28645E-02    7.06184E-02    2.64979E-01    1.64260E-01    2.62979E-01    7.80392E-01    3.36983E-01    3.62944E-01    4.96906E+00    2.00870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.28645E-02    7.25781E-02    2.43328E-01    1.68818E-01    2.97499E-01    7.55882E-01    3.93579E-01    3.73016E-01    4.96906E+00    2.00870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.28645E-02    7.12486E-02    2.63582E-01    1.65726E-01    2.65206E-01    7.74510E-01    3.42418E-01    3.66183E-01    4.96906E+00    2.00870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.28645E-02    7.17774E-02    2.51133E-01    1.66956E-01    2.85054E-01    7.66667E-01    3.71809E-01    3.68901E-01    4.96906E+00    2.00870E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.31811E-02    7.17787E-02    2.56909E-01    1.66959E-01    2.76248E-01    7.69608E-01    3.58946E-01    3.68549E-01    4.96423E+00    2.00675E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.31811E-02    7.27181E-02    2.55443E-01    1.69144E-01    2.78589E-01    7.60784E-01    3.66187E-01    3.73372E-01    4.96423E+00    2.00675E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.34972E-02    7.10377E-02    2.56783E-01    1.65235E-01    2.76850E-01    7.77451E-01    3.56100E-01    3.64391E-01    4.95943E+00    2.00481E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.34972E-02    7.36796E-02    2.53953E-01    1.71380E-01    2.81376E-01    7.52941E-01    3.73703E-01    3.77943E-01    4.95943E+00    2.00481E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.34972E-02    7.23710E-02    2.54505E-01    1.68336E-01    2.80493E-01    7.64706E-01    3.66798E-01    3.71231E-01    4.95943E+00    2.00481E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.38138E-02    8.71669E-02    2.52016E-01    2.02752E-01    2.84885E-01    6.48039E-01    4.39611E-01    4.46695E-01    4.95464E+00    2.00287E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.38138E-02    7.06793E-02    2.66623E-01    1.64401E-01    2.61495E-01    7.83333E-01    3.33824E-01    3.62203E-01    4.95464E+00    2.00287E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.38138E-02    7.32385E-02    2.53739E-01    1.70354E-01    2.82127E-01    7.57843E-01    3.72276E-01    3.75318E-01    4.95464E+00    2.00287E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    7.21339E-02    2.60770E-01    1.67785E-01    2.71258E-01    7.70588E-01    3.52014E-01    3.69302E-01    4.94987E+00    2.00095E+00
