	Mass	       Radius	   Mag Field	 Alpha_BL	Mdot		Epsilon		GammaPhi	Delta	   Deltanu/1000	      Nu1	   DNu/Nu1	  Delta*R_in	R_in/R_ISCO    R_in/R_*
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.31227E-02    5.64634E-02    2.31380E-01    1.31335E-01    2.68278E-01    7.79412E-01    3.44206E-01    3.24036E-01    5.54853E+00    2.24295E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.31227E-02    5.60932E-02    2.29780E-01    1.30474E-01    2.70440E-01    7.82353E-01    3.45675E-01    3.21911E-01    5.54853E+00    2.24295E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.34388E-02    5.51256E-02    2.48239E-01    1.28223E-01    2.46022E-01    8.03922E-01    3.06027E-01    3.15907E-01    5.54062E+00    2.23975E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.37554E-02    5.57876E-02    2.40097E-01    1.29763E-01    2.57597E-01    7.95098E-01    3.23981E-01    3.19247E-01    5.53274E+00    2.23657E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.40721E-02    5.48491E-02    2.46235E-01    1.27580E-01    2.49797E-01    8.09804E-01    3.08466E-01    3.13432E-01    5.52492E+00    2.23340E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.43881E-02    5.55645E-02    2.55794E-01    1.29244E-01    2.37298E-01    8.05882E-01    2.94458E-01    3.17074E-01    5.51715E+00    2.23027E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.43881E-02    5.58320E-02    2.38257E-01    1.29866E-01    2.61197E-01    7.97059E-01    3.27701E-01    3.18600E-01    5.51715E+00    2.23027E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.47048E-02    5.50875E-02    2.50266E-01    1.28135E-01    2.45346E-01    8.11765E-01    3.02238E-01    3.13912E-01    5.50943E+00    2.22714E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    6.47048E-02    5.59489E-02    2.49440E-01    1.30138E-01    2.46474E-01    8.01961E-01    3.07339E-01    3.18820E-01    5.50943E+00    2.22714E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.00835E-02    6.31333E-02    2.14601E-01    1.46849E-01    3.04291E-01    7.31373E-01    4.16054E-01    3.51645E-01    5.38515E+00    2.17691E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.00835E-02    6.26822E-02    2.18182E-01    1.45800E-01    2.99230E-01    7.39216E-01    4.04794E-01    3.49133E-01    5.38515E+00    2.17691E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.00835E-02    6.14354E-02    2.02456E-01    1.42900E-01    3.21454E-01    7.34314E-01    4.37761E-01    3.42188E-01    5.38515E+00    2.17691E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.04001E-02    6.27137E-02    2.10318E-01    1.45873E-01    3.10944E-01    7.32353E-01    4.24582E-01    3.48858E-01    5.37822E+00    2.17410E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.04001E-02    6.30923E-02    2.10075E-01    1.46754E-01    3.11288E-01    7.28431E-01    4.27340E-01    3.50964E-01    5.37822E+00    2.17410E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.07162E-02    6.18702E-02    1.93951E-01    1.43911E-01    3.34760E-01    7.21569E-01    4.63933E-01    3.43726E-01    5.37134E+00    2.17132E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.07162E-02    6.23299E-02    2.14739E-01    1.44981E-01    3.05269E-01    7.42157E-01    4.11327E-01    3.46280E-01    5.37134E+00    2.17132E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.10328E-02    6.44516E-02    2.17090E-01    1.49916E-01    3.02513E-01    7.25490E-01    4.16977E-01    3.57610E-01    5.36449E+00    2.16855E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.10328E-02    6.22352E-02    2.09741E-01    1.44760E-01    3.12959E-01    7.39216E-01    4.23366E-01    3.45313E-01    5.36449E+00    2.16855E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.13489E-02    6.66322E-02    2.09469E-01    1.54988E-01    3.13942E-01    6.99020E-01    4.49117E-01    3.69241E-01    5.35769E+00    2.16580E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.13489E-02    6.41967E-02    1.99752E-01    1.49323E-01    3.27780E-01    7.09804E-01    4.61789E-01    3.55744E-01    5.35769E+00    2.16580E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.13489E-02    6.50669E-02    2.09884E-01    1.51347E-01    3.13351E-01    7.13725E-01    4.39036E-01    3.60566E-01    5.35769E+00    2.16580E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.13489E-02    6.26404E-02    2.08531E-01    1.45703E-01    3.15278E-01    7.35294E-01    4.28778E-01    3.47120E-01    5.35769E+00    2.16580E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.13489E-02    6.66250E-02    2.13110E-01    1.54971E-01    3.08756E-01    7.02941E-01    4.39235E-01    3.69201E-01    5.35769E+00    2.16580E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.16655E-02    6.32880E-02    1.99624E-01    1.47209E-01    3.28585E-01    7.19608E-01    4.56617E-01    3.50266E-01    5.35091E+00    2.16307E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.16655E-02    6.40055E-02    2.17980E-01    1.48878E-01    3.02395E-01    7.33333E-01    4.12357E-01    3.54236E-01    5.35091E+00    2.16307E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.16655E-02    6.43593E-02    2.19478E-01    1.49701E-01    3.00257E-01    7.31373E-01    4.10539E-01    3.56194E-01    5.35091E+00    2.16307E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.16655E-02    6.21687E-02    2.08395E-01    1.44606E-01    3.16070E-01    7.41176E-01    4.26444E-01    3.44071E-01    5.35091E+00    2.16307E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.19822E-02    6.39938E-02    2.11640E-01    1.48851E-01    3.12029E-01    7.28431E-01    4.28358E-01    3.53726E-01    5.34418E+00    2.16034E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.26149E-02    6.44769E-02    2.01454E-01    1.49974E-01    3.27818E-01    7.14706E-01    4.58675E-01    3.55506E-01    5.33083E+00    2.15495E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.26149E-02    6.32194E-02    2.09488E-01    1.47050E-01    3.16290E-01    7.36275E-01    4.29581E-01    3.48573E-01    5.33083E+00    2.15495E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.26149E-02    6.39392E-02    2.19146E-01    1.48724E-01    3.02432E-01    7.39216E-01    4.09125E-01    3.52541E-01    5.33083E+00    2.15495E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.26149E-02    6.54319E-02    2.12579E-01    1.52196E-01    3.11854E-01    7.18627E-01    4.33958E-01    3.60772E-01    5.33083E+00    2.15495E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.29309E-02    6.52164E-02    2.15047E-01    1.51695E-01    3.08888E-01    7.24510E-01    4.26341E-01    3.59138E-01    5.32422E+00    2.15228E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.29309E-02    6.47999E-02    2.17043E-01    1.50726E-01    3.06019E-01    7.30392E-01    4.18979E-01    3.56844E-01    5.32422E+00    2.15228E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.29309E-02    6.56039E-02    2.14731E-01    1.52596E-01    3.09342E-01    7.20588E-01    4.29291E-01    3.61272E-01    5.32422E+00    2.15228E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.29309E-02    6.36826E-02    2.18180E-01    1.48127E-01    3.04384E-01    7.42157E-01    4.10134E-01    3.50691E-01    5.32422E+00    2.15228E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.32476E-02    6.33159E-02    2.17118E-01    1.47274E-01    3.06479E-01    7.46078E-01    4.10787E-01    3.48240E-01    5.31764E+00    2.14961E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.32476E-02    6.24321E-02    2.29855E-01    1.45218E-01    2.88135E-01    7.65686E-01    3.76310E-01    3.43379E-01    5.31764E+00    2.14961E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.35642E-02    6.52353E-02    2.17467E-01    1.51739E-01    3.06542E-01    7.29412E-01    4.20259E-01    3.58356E-01    5.31109E+00    2.14697E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.35642E-02    6.50937E-02    2.20226E-01    1.51409E-01    3.02562E-01    7.33333E-01    4.12585E-01    3.57578E-01    5.31109E+00    2.14697E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.35642E-02    6.32157E-02    2.33341E-01    1.47041E-01    2.83638E-01    7.61765E-01    3.72343E-01    3.47261E-01    5.31109E+00    2.14697E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.35642E-02    6.38874E-02    2.15398E-01    1.48603E-01    3.09528E-01    7.40196E-01    4.18170E-01    3.50951E-01    5.31109E+00    2.14697E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.35642E-02    6.43910E-02    2.06351E-01    1.49775E-01    3.22581E-01    7.25490E-01    4.44639E-01    3.53718E-01    5.31109E+00    2.14697E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.36417E-02    2.52990E-01    1.48032E-01    2.56226E-01    7.69608E-01    3.32931E-01    3.48747E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.50200E-02    2.29101E-01    1.51238E-01    2.90822E-01    7.44118E-01    3.90828E-01    3.56300E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.33313E-02    2.36924E-01    1.47310E-01    2.79492E-01    7.65686E-01    3.65022E-01    3.47046E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.42325E-02    2.10412E-01    1.49406E-01    3.17886E-01    7.34314E-01    4.32902E-01    3.51984E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.42612E-02    2.27309E-01    1.49473E-01    2.93416E-01    7.50000E-01    3.91221E-01    3.52142E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.41969E-02    6.44859E-02    2.34454E-01    1.49996E-01    2.83069E-01    7.52941E-01    3.75951E-01    3.53373E-01    5.29811E+00    2.14172E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.45130E-02    6.55723E-02    2.26485E-01    1.52523E-01    2.95147E-01    7.38235E-01    3.99801E-01    3.58890E-01    5.29168E+00    2.13912E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.45130E-02    6.33292E-02    2.45728E-01    1.47305E-01    2.67229E-01    7.71569E-01    3.46345E-01    3.46614E-01    5.29168E+00    2.13912E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.48296E-02    6.28172E-02    2.42254E-01    1.46114E-01    2.72765E-01    7.76471E-01    3.51288E-01    3.43395E-01    5.28527E+00    2.13653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.39857E-02    2.34240E-01    1.48832E-01    2.84928E-01    7.61765E-01    3.74037E-01    3.49361E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.55404E-02    2.34543E-01    1.52448E-01    2.84486E-01    7.47059E-01    3.80808E-01    3.57849E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.42296E-02    2.45990E-01    1.49399E-01    2.67819E-01    7.65686E-01    3.49777E-01    3.50693E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.52135E-02    2.19495E-01    1.51688E-01    3.06398E-01    7.38235E-01    4.15041E-01    3.56065E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.39730E-02    2.49781E-01    1.48802E-01    2.62298E-01    7.69608E-01    3.40820E-01    3.49291E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.51462E-02    6.56016E-02    2.19219E-01    1.52591E-01    3.06800E-01    7.34314E-01    4.17805E-01    3.58184E-01    5.27890E+00    2.13395E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.54623E-02    6.53172E-02    2.24625E-01    1.51929E-01    2.99466E-01    7.43137E-01    4.02975E-01    3.56203E-01    5.27257E+00    2.13140E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.54623E-02    6.32760E-02    2.55516E-01    1.47181E-01    2.54405E-01    7.79412E-01    3.26406E-01    3.45072E-01    5.27257E+00    2.13140E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.54623E-02    6.52322E-02    2.32560E-01    1.51731E-01    2.87891E-01    7.50000E-01    3.83855E-01    3.55740E-01    5.27257E+00    2.13140E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.57789E-02    6.47733E-02    2.30010E-01    1.50664E-01    2.92134E-01    7.53922E-01    3.87486E-01    3.52815E-01    5.26627E+00    2.12885E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.57789E-02    6.38539E-02    2.47082E-01    1.48525E-01    2.67186E-01    7.72549E-01    3.45850E-01    3.47807E-01    5.26627E+00    2.12885E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.60950E-02    6.35289E-02    2.45493E-01    1.47770E-01    2.69990E-01    7.76471E-01    3.47714E-01    3.45626E-01    5.26001E+00    2.12632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.60950E-02    6.42773E-02    2.46611E-01    1.49510E-01    2.68354E-01    7.69608E-01    3.48689E-01    3.49697E-01    5.26001E+00    2.12632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.60950E-02    6.61213E-02    2.24651E-01    1.53799E-01    3.00502E-01    7.38235E-01    4.07055E-01    3.59729E-01    5.26001E+00    2.12632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.64116E-02    6.47910E-02    2.41650E-01    1.50705E-01    2.76107E-01    7.63725E-01    3.61527E-01    3.52074E-01    5.25377E+00    2.12380E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.67282E-02    6.48571E-02    2.46459E-01    1.50859E-01    2.69532E-01    7.66667E-01    3.51563E-01    3.52017E-01    5.24757E+00    2.12129E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.67282E-02    6.46150E-02    2.27852E-01    1.50296E-01    2.96868E-01    7.57843E-01    3.91728E-01    3.50703E-01    5.24757E+00    2.12129E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.70443E-02    6.41090E-02    2.46946E-01    1.49119E-01    2.69290E-01    7.75490E-01    3.47251E-01    3.47548E-01    5.24141E+00    2.11880E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.73609E-02    6.46741E-02    2.47518E-01    1.50433E-01    2.68921E-01    7.71569E-01    3.48538E-01    3.50201E-01    5.23527E+00    2.11632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.73609E-02    6.33351E-02    2.49002E-01    1.47319E-01    2.66732E-01    7.85294E-01    3.39659E-01    3.42950E-01    5.23527E+00    2.11632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.73609E-02    6.41626E-02    2.57467E-01    1.49243E-01    2.54252E-01    7.79412E-01    3.26210E-01    3.47431E-01    5.23527E+00    2.11632E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.76770E-02    6.53235E-02    2.43097E-01    1.51944E-01    2.75920E-01    7.64706E-01    3.60818E-01    3.53306E-01    5.22917E+00    2.11385E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.76770E-02    6.35596E-02    2.61594E-01    1.47841E-01    2.48602E-01    7.87255E-01    3.15783E-01    3.43766E-01    5.22917E+00    2.11385E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.79936E-02    6.34140E-02    2.63479E-01    1.47502E-01    2.46247E-01    7.90196E-01    3.11628E-01    3.42580E-01    5.22310E+00    2.11140E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.83102E-02    6.49248E-02    2.45994E-01    1.51016E-01    2.72589E-01    7.72549E-01    3.52844E-01    3.50336E-01    5.21706E+00    2.10896E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.83102E-02    6.51469E-02    2.40326E-01    1.51533E-01    2.80989E-01    7.67647E-01    3.66039E-01    3.51534E-01    5.21706E+00    2.10896E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.83102E-02    9.06333E-02    2.26121E-01    2.10815E-01    3.02041E-01    5.62745E-01    5.36728E-01    4.89059E-01    5.21706E+00    2.10896E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.83102E-02    6.46842E-02    2.47456E-01    1.50457E-01    2.70422E-01    7.75490E-01    3.48711E-01    3.49037E-01    5.21706E+00    2.10896E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.86263E-02    9.10870E-02    2.16693E-01    2.11870E-01    3.16561E-01    5.52941E-01    5.72504E-01    4.90942E-01    5.21106E+00    2.10653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.86263E-02    6.30523E-02    2.50449E-01    1.46661E-01    2.66445E-01    7.94118E-01    3.35523E-01    3.39840E-01    5.21106E+00    2.10653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.86263E-02    9.73423E-02    2.18930E-01    2.26420E-01    3.13239E-01    5.18627E-01    6.03977E-01    5.24657E-01    5.21106E+00    2.10653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.86263E-02    9.02377E-02    2.26783E-01    2.09895E-01    3.01580E-01    5.66667E-01    5.32200E-01    4.86364E-01    5.21106E+00    2.10653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.86263E-02    9.04912E-02    2.19194E-01    2.10484E-01    3.12848E-01    5.58824E-01    5.59833E-01    4.87731E-01    5.21106E+00    2.10653E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.89429E-02    8.97508E-02    2.27961E-01    2.08762E-01    3.00349E-01    5.71569E-01    5.25482E-01    4.83185E-01    5.20508E+00    2.10411E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.89429E-02    9.05322E-02    2.13137E-01    2.10580E-01    3.22395E-01    5.53922E-01    5.82022E-01    4.87392E-01    5.20508E+00    2.10411E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.89429E-02    8.83614E-02    2.23126E-01    2.05530E-01    3.07539E-01    5.76471E-01    5.33486E-01    4.75705E-01    5.20508E+00    2.10411E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.89429E-02    9.17237E-02    2.16647E-01    2.13351E-01    3.17174E-01    5.50000E-01    5.76680E-01    4.93807E-01    5.20508E+00    2.10411E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.92590E-02    6.48751E-02    2.64407E-01    1.50901E-01    2.46568E-01    7.81373E-01    3.15557E-01    3.48865E-01    5.19914E+00    2.10171E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.92590E-02    6.40494E-02    2.61360E-01    1.48980E-01    2.51108E-01    7.89216E-01    3.18174E-01    3.44425E-01    5.19914E+00    2.10171E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.92590E-02    8.73399E-02    2.25897E-01    2.03154E-01    3.03938E-01    5.86275E-01    5.18422E-01    4.69669E-01    5.19914E+00    2.10171E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.95756E-02    9.23537E-02    2.15526E-01    2.14816E-01    3.19935E-01    5.47059E-01    5.84827E-01    4.96065E-01    5.19322E+00    2.09932E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.95756E-02    9.07084E-02    2.19663E-01    2.10990E-01    3.13760E-01    5.60784E-01    5.59502E-01    4.87228E-01    5.19322E+00    2.09932E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.98922E-02    8.89908E-02    2.15492E-01    2.06994E-01    3.20530E-01    5.68627E-01    5.63691E-01    4.77460E-01    5.18733E+00    2.09694E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    7.98922E-02    8.99263E-02    2.17575E-01    2.09170E-01    3.17416E-01    5.64706E-01    5.62091E-01    4.82479E-01    5.18733E+00    2.09694E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    6.40485E-02    2.71308E-01    1.48978E-01    2.37496E-01    7.93137E-01    2.99439E-01    3.43250E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    8.42159E-02    2.27987E-01    1.95888E-01    3.02364E-01    6.11765E-01    4.94249E-01    4.51332E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    8.94213E-02    2.29127E-01    2.07996E-01    3.00657E-01    5.78431E-01    5.19780E-01    4.79229E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    9.88739E-02    2.25007E-01    2.29983E-01    3.06826E-01    5.19608E-01    5.90495E-01    5.29887E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    9.09998E-02    2.16290E-01    2.11667E-01    3.19878E-01    5.57843E-01    5.73419E-01    4.87688E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    9.05205E-02    2.31854E-01    2.10553E-01    2.96573E-01    5.73529E-01    5.17102E-01    4.85120E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.02083E-02    6.62458E-02    2.50771E-01    1.54089E-01    2.68248E-01    7.69608E-01    3.48551E-01    3.55026E-01    5.18148E+00    2.09457E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.05250E-02    9.73098E-02    2.18235E-01    2.26345E-01    3.17502E-01    5.23529E-01    6.06465E-01    5.20918E-01    5.17565E+00    2.09222E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.08410E-02    9.20667E-02    2.26253E-01    2.14149E-01    3.05988E-01    5.61765E-01    5.44690E-01    4.92300E-01    5.16986E+00    2.08988E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.08410E-02    8.33122E-02    2.26147E-01    1.93786E-01    3.06148E-01    6.18627E-01    4.94883E-01    4.45488E-01    5.16986E+00    2.08988E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.08410E-02    8.37219E-02    2.26028E-01    1.94739E-01    3.06327E-01    6.15686E-01    4.97538E-01    4.47679E-01    5.16986E+00    2.08988E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.08410E-02    9.47317E-02    2.29100E-01    2.20348E-01    3.01711E-01    5.48039E-01    5.50528E-01    5.06550E-01    5.16986E+00    2.08988E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.11577E-02    8.78599E-02    2.25116E-01    2.04364E-01    3.08212E-01    5.88235E-01    5.23961E-01    4.69280E-01    5.16409E+00    2.08754E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.11577E-02    8.96950E-02    2.16129E-01    2.08632E-01    3.21737E-01    5.68627E-01    5.65814E-01    4.79083E-01    5.16409E+00    2.08754E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.11577E-02    6.53683E-02    2.61251E-01    1.52048E-01    2.53832E-01    7.84314E-01    3.23636E-01    3.49148E-01    5.16409E+00    2.08754E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.11577E-02    8.47850E-02    2.27759E-01    1.97212E-01    3.04235E-01    6.10784E-01    4.98106E-01    4.52857E-01    5.16409E+00    2.08754E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.11577E-02    9.45301E-02    2.16006E-01    2.19879E-01    3.21923E-01    5.39216E-01    5.97020E-01    5.04908E-01    5.16409E+00    2.08754E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.14743E-02    9.24859E-02    2.32427E-01    2.15124E-01    2.97707E-01    5.65686E-01    5.26276E-01    4.93440E-01    5.15835E+00    2.08522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.14743E-02    8.26529E-02    2.21692E-01    1.92252E-01    3.13889E-01    6.21569E-01    5.04995E-01    4.40978E-01    5.15835E+00    2.08522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.14743E-02    9.05842E-02    2.27195E-01    2.10701E-01    3.05594E-01    5.73529E-01    5.32831E-01    4.83294E-01    5.15835E+00    2.08522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.17904E-02    8.67660E-02    2.25932E-01    2.01820E-01    3.08008E-01    5.98039E-01    5.15030E-01    4.62411E-01    5.15265E+00    2.08292E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.17904E-02    8.75556E-02    2.26300E-01    2.03656E-01    3.07452E-01    5.93137E-01    5.18349E-01    4.66619E-01    5.15265E+00    2.08292E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.17904E-02    9.02045E-02    2.27957E-01    2.09818E-01    3.04950E-01    5.77451E-01    5.28097E-01    4.80736E-01    5.15265E+00    2.08292E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.17904E-02    8.73590E-02    2.16935E-01    2.03199E-01    3.21593E-01    5.86275E-01    5.48536E-01    4.65571E-01    5.15265E+00    2.08292E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.17904E-02    9.49797E-02    2.26129E-01    2.20925E-01    3.07710E-01    5.47059E-01    5.62480E-01    5.06185E-01    5.15265E+00    2.08292E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    8.21070E-02    9.05697E-02    2.17917E-01    2.10667E-01    3.20640E-01    5.67647E-01    5.64858E-01    4.82149E-01    5.14696E+00    2.08062E+00
