    6.44397E+02    3.26786E+02    3.32143E+02    3.21684E+02
    6.87706E+02    3.25000E+02    3.36224E+02    3.13520E+02
    7.23288E+02    3.29592E+02    3.38265E+02    3.20918E+02
    7.68968E+02    2.88265E+02    3.19388E+02    2.57143E+02
    7.92921E+02    2.58163E+02    2.69643E+02    2.46684E+02
    8.41079E+02    2.61990E+02    2.71939E+02    2.52041E+02
    8.56474E+02    2.57398E+02    2.64541E+02    2.49490E+02
    8.71884E+02    2.50765E+02    2.61735E+02    2.39541E+02
    8.85925E+02    2.40051E+02    2.44643E+02    2.34949E+02
    9.01928E+02    2.48469E+02    2.51276E+02    2.45408E+02
    9.13142E+02    2.42602E+02    2.45663E+02    2.38776E+02
