    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    1.63138E-02    4.85920E-03    2.57141E-02    1.39388E-02    2.97817E-01    7.41885E-01    4.01433E-01    5.37055E-02    7.42698E+00    2.96381E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    1.85539E-02    3.76361E-03    1.65371E-02    1.07961E-02    3.23645E-01    7.03699E-01    4.59920E-01    4.00953E-02    7.15890E+00    2.85683E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    1.92581E-02    1.16122E-02    8.56293E-02    3.33101E-02    2.60431E-01    8.91766E-01    2.92040E-01    1.22400E-01    7.08311E+00    2.82659E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    1.93865E-02    1.49929E-02    1.02156E-01    4.30077E-02    2.44761E-01    8.23031E-01    2.97390E-01    1.57735E-01    7.06968E+00    2.82122E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.02492E-02    1.54806E-02    1.17327E-01    4.44068E-02    2.34020E-01    8.71718E-01    2.68458E-01    1.60853E-01    6.98228E+00    2.78635E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.07915E-02    1.23974E-02    6.70020E-02    3.55624E-02    2.88186E-01    7.77208E-01    3.70796E-01    1.27847E-01    6.92976E+00    2.76539E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.13592E-02    1.54886E-02    9.75903E-02    4.44297E-02    2.59866E-01    8.22076E-01    3.16109E-01    1.58500E-01    6.87663E+00    2.74419E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.24903E-02    7.39427E-03    2.98804E-02    2.12108E-02    3.37341E-01    7.05609E-01    4.78085E-01    7.45607E-02    6.77598E+00    2.70402E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.27625E-02    1.82854E-02    1.14369E-01    5.24523E-02    2.49200E-01    8.12530E-01    3.06696E-01    1.83749E-01    6.75274E+00    2.69475E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.31968E-02    1.65248E-02    9.75355E-02    4.74021E-02    2.69281E-01    8.15394E-01    3.30246E-01    1.65163E-01    6.71637E+00    2.68023E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.34664E-02    1.46845E-02    1.06460E-01    4.21232E-02    2.60999E-01    9.22315E-01    2.82982E-01    1.46286E-01    6.69423E+00    2.67140E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.36062E-02    1.78784E-02    9.58804E-02    5.12848E-02    2.73096E-01    7.72434E-01    3.53553E-01    1.77801E-01    6.68288E+00    2.66687E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.43137E-02    1.78716E-02    1.23328E-01    5.12655E-02    2.46537E-01    8.75537E-01    2.81584E-01    1.76241E-01    6.62673E+00    2.64446E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.44577E-02    1.48776E-02    6.62814E-02    4.26770E-02    3.09749E-01    7.31384E-01    4.23511E-01    1.46468E-01    6.61556E+00    2.64000E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.55824E-02    1.24242E-02    5.09491E-02    3.56393E-02    3.32924E-01    7.24702E-01    4.59394E-01    1.20753E-01    6.53112E+00    2.60631E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.57125E-02    1.85595E-02    9.40156E-02    5.32386E-02    2.85375E-01    7.73389E-01    3.68993E-01    1.80122E-01    6.52167E+00    2.60254E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.61474E-02    1.46891E-02    5.98663E-02    4.21362E-02    3.25988E-01    7.16110E-01    4.55221E-01    1.41878E-01    6.49049E+00    2.59009E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.62833E-02    1.89888E-02    8.82067E-02    5.44700E-02    2.94646E-01    7.43795E-01    3.96139E-01    1.83136E-01    6.48088E+00    2.58626E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.64258E-02    1.91637E-02    1.08322E-01    5.49717E-02    2.72516E-01    8.19212E-01    3.32656E-01    1.84537E-01    6.47087E+00    2.58227E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.79670E-02    2.05767E-02    1.47715E-01    5.90250E-02    2.33442E-01    9.03222E-01    2.58455E-01    1.94961E-01    6.36692E+00    2.54078E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.81114E-02    2.07131E-02    9.36556E-02    5.94164E-02    2.96915E-01    7.42840E-01    3.99702E-01    1.95965E-01    6.35756E+00    2.53704E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.83888E-02    2.15169E-02    1.12428E-01    6.17220E-02    2.76213E-01    7.93437E-01    3.48122E-01    2.02999E-01    6.33975E+00    2.52994E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.85310E-02    1.94940E-02    1.27792E-01    5.59193E-02    2.58798E-01    8.97494E-01    2.88356E-01    1.83652E-01    6.33070E+00    2.52633E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    2.96503E-02    2.14451E-02    1.40387E-01    6.15161E-02    2.48095E-01    8.86038E-01    2.80005E-01    1.99824E-01    6.26148E+00    2.49870E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.07872E-02    1.77548E-02    6.32328E-02    5.09304E-02    3.45551E-01    6.93198E-01    4.98488E-01    1.63669E-01    6.19453E+00    2.47199E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.10679E-02    2.32464E-02    1.05478E-01    6.66833E-02    2.95545E-01    7.58115E-01    3.89842E-01    2.13737E-01    6.17848E+00    2.46558E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.19034E-02    2.10300E-02    1.46493E-01    6.03253E-02    2.48499E-01    9.39499E-01    2.64502E-01    1.91898E-01    6.13182E+00    2.44696E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.19152E-02    2.15131E-02    7.49369E-02    6.17111E-02    3.36529E-01    6.76014E-01    4.97814E-01    1.96285E-01    6.13117E+00    2.44670E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.21804E-02    2.36937E-02    1.34003E-01    6.79662E-02    2.64834E-01    8.43079E-01    3.14127E-01    2.15670E-01    6.11669E+00    2.44092E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.23285E-02    2.40560E-02    9.96085E-02    6.90055E-02    3.07884E-01    7.31384E-01    4.20961E-01    2.18681E-01    6.10867E+00    2.43772E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.24700E-02    2.25752E-02    1.55019E-01    6.47578E-02    2.39819E-01    9.18496E-01    2.61100E-01    2.04964E-01    6.10105E+00    2.43468E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.31725E-02    2.27314E-02    1.46123E-01    6.52059E-02    2.53150E-01    9.06086E-01    2.79388E-01    2.05124E-01    6.06385E+00    2.41984E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.34508E-02    2.31690E-02    1.56418E-01    6.64611E-02    2.41141E-01    9.16587E-01    2.63086E-01    2.08574E-01    6.04940E+00    2.41407E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.35950E-02    2.20112E-02    7.72192E-02    6.31399E-02    3.41140E-01    6.91289E-01    4.93484E-01    1.97908E-01    6.04197E+00    2.41111E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.37273E-02    2.67372E-02    1.20944E-01    7.66967E-02    2.86660E-01    7.57160E-01    3.78599E-01    2.40131E-01    6.03519E+00    2.40840E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.38727E-02    2.13561E-02    7.79894E-02    6.12607E-02    3.41374E-01    7.13246E-01    4.78620E-01    1.91567E-01    6.02777E+00    2.40544E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.38770E-02    2.38882E-02    1.54956E-01    6.85244E-02    2.44298E-01    9.00358E-01    2.71334E-01    2.14273E-01    6.02755E+00    2.40535E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.58434E-02    2.75120E-02    1.50136E-01    7.89193E-02    2.56507E-01    8.28759E-01    3.09507E-01    2.42831E-01    5.93117E+00    2.36689E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.59820E-02    2.88728E-02    1.43907E-01    8.28229E-02    2.64995E-01    7.90573E-01    3.35194E-01    2.54561E-01    5.92463E+00    2.36428E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.82299E-02    2.49339E-02    1.59706E-01    7.15239E-02    2.50976E-01    9.28998E-01    2.70158E-01    2.16060E-01    5.82293E+00    2.32370E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.90736E-02    2.97818E-02    1.56461E-01    8.54303E-02    2.57688E-01    8.23986E-01    3.12733E-01    2.56464E-01    5.78673E+00    2.30925E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    3.93589E-02    2.81390E-02    1.53107E-01    8.07177E-02    2.63005E-01    8.54535E-01    3.07776E-01    2.41813E-01    5.77471E+00    2.30445E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    4.03384E-02    3.11278E-02    1.56065E-01    8.92914E-02    2.61768E-01    8.08711E-01    3.23685E-01    2.65626E-01    5.73429E+00    2.28833E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    4.23025E-02    2.88566E-02    1.77871E-01    8.27763E-02    2.36901E-01    9.00358E-01    2.63119E-01    2.42923E-01    5.65693E+00    2.25745E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    4.52600E-02    3.27278E-02    1.80117E-01    9.38809E-02    2.40654E-01    8.50716E-01    2.82884E-01    2.70243E-01    5.54875E+00    2.21428E+00
    1.75000E+00    1.30000E+06    7.61438E+07    2.86854E+00    4.58239E-02    3.47435E-02    1.61071E-01    9.96632E-02    2.69282E-01    7.96301E-01    3.38166E-01    2.85874E-01    5.52916E+00    2.20646E+00
