    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    3.80279E-02    5.79301E-02    2.19432E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    3.93978E-02    5.86109E-02    2.19799E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.92472E-02    2.20159E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.88150E-02    2.20270E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.94093E-02    2.20619E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.89830E-02    2.20728E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.85598E-02    2.20836E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.85598E-02    2.20836E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.83491E-02    2.20890E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.79330E-02    2.20997E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.75445E-02    2.20601E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.79643E-02    2.20491E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.77534E-02    2.20546E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.35151E-02    5.91161E-02    2.21172E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.77254E-02    2.21050E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.71105E-02    2.21209E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.71105E-02    2.21209E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.71105E-02    2.21209E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.71105E-02    2.21209E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.21427E-02    5.67051E-02    2.21314E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    3.93978E-02    5.50675E-02    2.20748E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.61078E-02    2.20980E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.63097E-02    2.20927E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.55072E-02    2.21140E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.59070E-02    2.21034E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.35151E-02    5.76690E-02    2.21538E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.35151E-02    5.80777E-02    2.21434E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.35151E-02    5.70635E-02    2.21693E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.35151E-02    5.68629E-02    2.21744E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    3.80279E-02    5.28202E-02    2.20842E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    3.80279E-02    5.32061E-02    2.20733E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.07702E-02    5.51112E-02    2.21246E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.48875E-02    5.67935E-02    2.22212E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.48875E-02    5.65979E-02    2.22261E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.48875E-02    5.64022E-02    2.22311E-01
    3.00000E-01    7.00000E+05    7.92029E+07    3.90961E+00    4.48875E-02    5.64022E-02    2.22311E-01
