    0.19466E+00    0.16000E+02    0.16195E+02
    0.19466E+00    0.16000E+02    0.16195E+02
    0.19462E+00    0.15956E+02    0.16151E+02
    0.19462E+00    0.15956E+02    0.16151E+02
    0.19458E+00    0.15912E+02    0.16107E+02
    0.19458E+00    0.15912E+02    0.16107E+02
    0.19454E+00    0.15868E+02    0.16063E+02
    0.19454E+00    0.15868E+02    0.16063E+02
    0.19449E+00    0.15809E+02    0.16003E+02
    0.19440E+00    0.15721E+02    0.15915E+02
    0.19440E+00    0.15721E+02    0.15915E+02
    0.19433E+00    0.15647E+02    0.15841E+02
    0.19425E+00    0.15559E+02    0.15753E+02
    0.19417E+00    0.15471E+02    0.15665E+02
    0.19417E+00    0.15471E+02    0.15665E+02
    0.19413E+00    0.15426E+02    0.15620E+02
    0.19413E+00    0.15426E+02    0.15620E+02
    0.19407E+00    0.15368E+02    0.15562E+02
    0.19396E+00    0.15250E+02    0.15444E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19955E+00    0.15235E+02    0.15435E+02
    0.19950E+00    0.15176E+02    0.15375E+02
    0.19950E+00    0.15176E+02    0.15375E+02
    0.19944E+00    0.15118E+02    0.15317E+02
    0.19944E+00    0.15118E+02    0.15317E+02
    0.19942E+00    0.15088E+02    0.15287E+02
    0.19936E+00    0.15029E+02    0.15228E+02
    0.19936E+00    0.15029E+02    0.15228E+02
    0.20492E+00    0.14985E+02    0.15190E+02
    0.20492E+00    0.14985E+02    0.15190E+02
    0.20489E+00    0.14956E+02    0.15161E+02
    0.20489E+00    0.14956E+02    0.15161E+02
    0.20483E+00    0.14882E+02    0.15087E+02
    0.20483E+00    0.14882E+02    0.15087E+02
    0.21040E+00    0.14853E+02    0.15063E+02
    0.21037E+00    0.14824E+02    0.15034E+02
    0.21037E+00    0.14824E+02    0.15034E+02
    0.21033E+00    0.14779E+02    0.14989E+02
    0.21033E+00    0.14779E+02    0.14989E+02
    0.21032E+00    0.14765E+02    0.14975E+02
