    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.80997E-03    1.27891E-02    6.74592E-02    2.03688E-02    3.00000E-01    7.58886E+02    3.95316E-01    7.23779E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.82036E-03    1.29501E-02    6.78881E-02    2.06252E-02    3.00000E-01    7.56067E+02    3.96790E-01    7.32513E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.88451E-03    1.33247E-02    7.05125E-02    2.12219E-02    3.00000E-01    7.62488E+02    3.93449E-01    7.51350E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.96119E-03    1.37306E-02    7.35966E-02    2.18683E-02    3.00000E-01    7.71010E+02    3.89100E-01    7.71378E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.95923E-03    1.38523E-02    7.35182E-02    2.20622E-02    3.00000E-01    7.65925E+02    3.91683E-01    7.78289E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    5.96168E-03    1.41857E-02    7.36162E-02    2.25931E-02    3.00000E-01    7.54661E+02    3.97530E-01    7.96926E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.01821E-03    1.42721E-02    7.58534E-02    2.27307E-02    3.00000E-01    7.68186E+02    3.90531E-01    7.99619E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.01084E-03    1.44703E-02    7.55633E-02    2.30463E-02    3.00000E-01    7.59063E+02    3.95224E-01    8.11006E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.05557E-03    1.44165E-02    7.73155E-02    2.29607E-02    3.00000E-01    7.73771E+02    3.87712E-01    8.06284E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.07843E-03    1.45203E-02    7.82037E-02    2.31260E-02    3.00000E-01    7.76551E+02    3.86324E-01    8.11215E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.10915E-03    1.51658E-02    7.93901E-02    2.41541E-02    3.00000E-01    7.62813E+02    3.93281E-01    8.46059E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.14274E-03    1.49498E-02    8.06775E-02    2.38101E-02    3.00000E-01    7.79254E+02    3.84984E-01    8.32704E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.17193E-03    1.54456E-02    8.17883E-02    2.45998E-02    3.00000E-01    7.70260E+02    3.89479E-01    8.59157E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.18165E-03    1.56462E-02    8.21564E-02    2.49192E-02    3.00000E-01    7.66211E+02    3.91537E-01    8.69920E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.17193E-03    1.58829E-02    8.17883E-02    2.52962E-02    3.00000E-01    7.56072E+02    3.96788E-01    8.83479E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.08949E-03    1.52660E-02    7.86318E-02    2.43138E-02    3.00000E-01    7.54142E+02    3.97803E-01    8.52436E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.22824E-03    1.53973E-02    8.39096E-02    2.45229E-02    3.00000E-01    7.86552E+02    3.81411E-01    8.54250E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.23253E-03    1.55666E-02    8.40701E-02    2.47924E-02    3.00000E-01    7.81974E+02    3.83645E-01    8.63470E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.26539E-03    1.62616E-02    8.52944E-02    2.58994E-02    3.00000E-01    7.67752E+02    3.90751E-01    9.00670E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.20009E-03    1.59862E-02    8.28524E-02    2.54607E-02    3.00000E-01    7.60031E+02    3.94721E-01    8.88069E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.26202E-03    1.60617E-02    8.51692E-02    2.55810E-02    3.00000E-01    7.73260E+02    3.87968E-01    8.89735E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.28488E-03    1.61521E-02    8.60160E-02    2.57249E-02    3.00000E-01    7.76045E+02    3.86575E-01    8.93809E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.34123E-03    1.63170E-02    8.80850E-02    2.59876E-02    3.00000E-01    7.84532E+02    3.82394E-01    9.00636E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.27382E-03    1.65164E-02    8.56068E-02    2.63051E-02    3.00000E-01    7.61898E+02    3.93753E-01    9.14428E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.34919E-03    1.65755E-02    8.83750E-02    2.63994E-02    3.00000E-01    7.78275E+02    3.85468E-01    9.14577E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.29741E-03    1.69098E-02    8.64785E-02    2.69318E-02    3.00000E-01    7.55674E+02    3.96996E-01    9.35208E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.42129E-03    1.68157E-02    9.09794E-02    2.67819E-02    3.00000E-01    7.87723E+02    3.80844E-01    9.24841E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.42866E-03    1.70810E-02    9.12434E-02    2.72044E-02    3.00000E-01    7.81252E+02    3.83999E-01    9.39123E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.44235E-03    1.75788E-02    9.17325E-02    2.79972E-02    3.00000E-01    7.69497E+02    3.89865E-01    9.65904E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.34755E-03    1.69287E-02    8.83154E-02    2.69619E-02    3.00000E-01    7.67029E+02    3.91120E-01    9.34134E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.46184E-03    1.76265E-02    9.24260E-02    2.80732E-02    3.00000E-01    7.72455E+02    3.88372E-01    9.67692E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.49133E-03    1.77707E-02    9.34700E-02    2.83029E-02    3.00000E-01    7.74768E+02    3.87212E-01    9.74341E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.51960E-03    1.75955E-02    9.44641E-02    2.80238E-02    3.00000E-01    7.86130E+02    3.81616E-01    9.63537E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.46061E-03    1.72512E-02    9.23824E-02    2.74754E-02    3.00000E-01    7.83346E+02    3.82972E-01    9.47137E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.46552E-03    1.74473E-02    9.25569E-02    2.77878E-02    3.00000E-01    7.78567E+02    3.85323E-01    9.57698E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.55892E-03    1.82575E-02    9.58371E-02    2.90782E-02    3.00000E-01    7.75367E+02    3.86914E-01    9.98074E-02
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.55400E-03    1.84530E-02    9.56661E-02    2.93895E-02    3.00000E-01    7.68824E+02    3.90206E-01    1.00897E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    6.66144E-03    1.90885E-02    9.93620E-02    3.04017E-02    3.00000E-01    7.73475E+02    3.87860E-01    1.03889E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.63050E-03    2.46276E-02    1.29247E-01    3.92237E-02    3.00000E-01    7.99783E+02    3.75102E-01    1.28933E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.69629E-03    2.64138E-02    1.31079E-01    4.20685E-02    3.00000E-01    7.71304E+02    3.88952E-01    1.37946E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.72579E-03    2.48809E-02    1.31892E-01    3.96270E-02    3.00000E-01    8.07296E+02    3.71611E-01    1.29798E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.73668E-03    2.51452E-02    1.32192E-01    4.00480E-02    3.00000E-01    8.03013E+02    3.73593E-01    1.31124E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.74847E-03    2.54590E-02    1.32515E-01    4.05477E-02    3.00000E-01    7.97868E+02    3.76002E-01    1.32703E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.78288E-03    2.67587E-02    1.33455E-01    4.26178E-02    3.00000E-01    7.75713E+02    3.86741E-01    1.39301E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.82891E-03    2.73990E-02    1.34703E-01    4.36376E-02    3.00000E-01    7.69066E+02    3.90084E-01    1.42394E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.84875E-03    2.70361E-02    1.35237E-01    4.30596E-02    3.00000E-01    7.78622E+02    3.85296E-01    1.40407E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.88253E-03    2.62292E-02    1.36143E-01    4.17744E-02    3.00000E-01    7.99189E+02    3.75381E-01    1.36049E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.91232E-03    2.72033E-02    1.36938E-01    4.33258E-02    3.00000E-01    7.83293E+02    3.82998E-01    1.40950E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.91203E-03    2.77074E-02    1.36930E-01    4.41287E-02    3.00000E-01    7.73481E+02    3.87857E-01    1.43563E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.93772E-03    2.61298E-02    1.37612E-01    4.16162E-02    3.00000E-01    8.08268E+02    3.71164E-01    1.35264E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.92543E-03    2.61985E-02    1.37286E-01    4.17255E-02    3.00000E-01    8.05278E+02    3.72542E-01    1.35679E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.92543E-03    2.63060E-02    1.37286E-01    4.18967E-02    3.00000E-01    8.03043E+02    3.73579E-01    1.36236E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.92543E-03    2.63942E-02    1.37286E-01    4.20373E-02    3.00000E-01    8.01220E+02    3.74429E-01    1.36693E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.93649E-03    2.74873E-02    1.37579E-01    4.37782E-02    3.00000E-01    7.80729E+02    3.84256E-01    1.42297E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.93280E-03    2.82826E-02    1.37481E-01    4.50449E-02    3.00000E-01    7.65167E+02    3.92071E-01    1.46434E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.96173E-03    2.60638E-02    1.38246E-01    4.15110E-02    3.00000E-01    8.12689E+02    3.69145E-01    1.34806E-01
    1.50000E+00    1.10000E+06    6.26383E+07    1.59267E+00    7.95492E-03    2.61560E-02    1.38066E-01    4.16579E-02    3.00000E-01    8.09890E+02    3.70421E-01    1.35316E-01
