0.009653284	506.2654	0.007048984	0.012257585
0.010645548	595.3317	0.007773551	0.013517546
0.011587646	678.2555	0.008461486	0.014713807
0.010926963	579.9754	0.007979044	0.013874881
0.010303949	530.8354	0.00752411	0.013083789
0.017138266	432.5553	0.012514637	0.021761894
0.016373326	500.1229	0.011956066	0.020790586
0.017938949	595.3317	0.013099309	0.022778588
0.025513581	678.2555	0.018630427	0.032396734
0.02688031	693.6118	0.019628435	0.034132185
0.027056228	659.828  	0.019756893	0.034355563
0.03355456	767.3219	0.02450208	0.04260704
0.03355456	794.9631	0.02450208	0.04260704
0.037245803	810.3194	0.027197485	0.047294121
0.042993252	794.9631	0.031394365	0.054592139
0.037489555	708.9681	0.027375476	0.047603633
0.048984368	764.2506	0.035769174	0.062199562
0.055810357	798.0344	0.040753621	0.070867093
0.051272858	745.8231	0.037440267	0.06510545
0.049304941	712.0393	0.036003262	0.06260662
0.048035124	629.1155	0.035076021	0.060994227
0.040016476	552.3342	0.029220675	0.050812277
0.046798027	607.6167	0.034172672	0.059423381
0.056913244	641.4005	0.041558967	0.072267521
0.067873555	705.8968	0.049562363	0.086184748
0.063587536	733.5381	0.046432642	0.08074243
0.064844122	770.3931	0.047350222	0.082338023
0.073880156	816.4619	0.053948479	0.093811833
