    1.43347E+03    3.36550E+02    6.87705E+02    1.03926E+03
    1.43522E+03    3.39795E+02    6.94262E+02    1.04511E+03
    1.43532E+03    3.56367E+02    7.10656E+02    1.05936E+03
    1.43697E+03    3.48914E+02    7.00000E+02    1.05015E+03
    1.44208E+03    3.51832E+02    6.94262E+02    1.04511E+03
    1.44217E+03    3.40268E+02    7.10656E+02    1.05936E+03
    1.44384E+03    3.36247E+02    7.02459E+02    1.05229E+03
    1.44729E+03    3.54760E+02    7.05738E+02    1.05513E+03
    1.44734E+03    3.53480E+02    7.14754E+02    1.06285E+03
    1.44898E+03    3.62984E+02    7.01639E+02    1.05158E+03
    1.44915E+03    3.42178E+02    7.31967E+02    1.07764E+03
    1.45246E+03    3.49282E+02    7.10656E+02    1.05936E+03
    1.45599E+03    3.56020E+02    7.28689E+02    1.07478E+03
    1.45768E+03    3.32812E+02    7.23770E+02    1.07055E+03
    1.45944E+03    3.32178E+02    7.32787E+02    1.07836E+03
    1.46101E+03    3.50171E+02    7.06557E+02    1.05584E+03
    1.46280E+03    3.52387E+02    7.20492E+02    1.06774E+03
    1.46452E+03    3.32363E+02    7.21311E+02    1.06844E+03
    1.46456E+03    3.42704E+02    7.27869E+02    1.07407E+03
    1.46457E+03    3.32989E+02    7.29508E+02    1.07549E+03
    1.47493E+03    3.42209E+02    7.42623E+02    1.08731E+03
    1.47662E+03    3.50514E+02    7.39344E+02    1.08425E+03
    1.47667E+03    3.47190E+02    7.47541E+02    1.09206E+03
    1.47831E+03    3.58211E+02    7.35246E+02    1.08054E+03
    1.48350E+03    3.55070E+02    7.42623E+02    1.08731E+03
    1.48362E+03    3.46725E+02    7.63115E+02    1.10903E+03
    1.48370E+03    3.37897E+02    7.77049E+02    1.12719E+03
    1.48517E+03    3.49915E+02    7.35246E+02    1.08054E+03
    1.48519E+03    3.42460E+02    7.38525E+02    1.08350E+03
    1.48523E+03    3.50585E+02    7.45902E+02    1.09045E+03
    1.48537E+03    3.59869E+02    7.69672E+02    1.11723E+03
    1.48687E+03    3.53440E+02    7.32787E+02    1.07836E+03
    1.48882E+03    3.41779E+02    7.73770E+02    1.12268E+03
    1.49057E+03    3.37909E+02    7.80328E+02    1.13181E+03
    1.49207E+03    3.51816E+02    7.41803E+02    1.08654E+03
    1.49222E+03    3.42407E+02    7.69672E+02    1.11723E+03
    1.49231E+03    3.57630E+02    7.85246E+02    1.13890E+03
    1.49391E+03    3.53959E+02    7.64754E+02    1.11102E+03
    1.49405E+03    3.69865E+02    7.88525E+02    1.14366E+03
    1.49441E+03    3.26573E+02    8.51639E+02    1.18225E+03
    1.49551E+03    3.36985E+02    7.45082E+02    1.08966E+03
    1.49557E+03    3.59321E+02    7.55738E+02    1.10058E+03
    1.49570E+03    3.57145E+02    7.77869E+02    1.12833E+03
    1.49739E+03    3.56219E+02    7.72951E+02    1.12157E+03
    1.49744E+03    3.57097E+02    7.82787E+02    1.13534E+03
    1.49750E+03    3.44130E+02    7.92623E+02    1.14957E+03
    1.49892E+03    3.48682E+02    7.41803E+02    1.08654E+03
    1.49908E+03    3.58860E+02    7.68852E+02    1.11617E+03
    1.50066E+03    3.37755E+02    7.45082E+02    1.08966E+03
    1.50122E+03    3.38221E+02    8.44262E+02    1.18439E+03
    1.50126E+03    3.39703E+02    8.50820E+02    1.18253E+03
    1.50254E+03    3.48533E+02    7.74590E+02    1.12379E+03
    1.50262E+03    3.47636E+02    7.89344E+02    1.14485E+03
    1.50296E+03    3.29253E+02    8.47541E+02    1.18355E+03
    1.50428E+03    3.46917E+02    7.79508E+02    1.13065E+03
    1.50431E+03    3.43277E+02    7.84426E+02    1.13771E+03
    1.50609E+03    3.58220E+02    7.96721E+02    1.15535E+03
    1.50718E+03    3.63560E+02    6.86885E+02    1.03852E+03
    1.50783E+03    3.72325E+02    8.00820E+02    1.16087E+03
    1.50884E+03    3.39278E+02    6.77049E+02    1.02951E+03
