    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    8.45065E-03    5.76979E-02    2.19963E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    8.75507E-03    5.83842E-02    2.20330E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.90256E-02    2.20691E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.85935E-02    2.20803E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.91927E-02    2.21153E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.87665E-02    2.21263E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.83433E-02    2.21372E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.83433E-02    2.21372E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.81327E-02    2.21426E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.77166E-02    2.21534E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.73234E-02    2.21138E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.77430E-02    2.21027E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.75322E-02    2.21082E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.67002E-03    5.89041E-02    2.21709E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.75091E-02    2.21588E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.68944E-02    2.21749E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.68944E-02    2.21749E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.68944E-02    2.21749E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.68944E-02    2.21749E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.36505E-03    5.64892E-02    2.21856E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    8.75507E-03    5.48425E-02    2.21289E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.58874E-02    2.21521E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.60891E-02    2.21467E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.52870E-02    2.21683E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.06004E-03    5.56866E-02    2.21575E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.67002E-03    5.74572E-02    2.22079E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.67002E-03    5.78659E-02    2.21974E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.67002E-03    5.68520E-02    2.22235E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    9.67002E-03    5.66514E-02    2.22287E-01
    1.35000E+00    7.00000E+05    1.31606E+08    3.89771E+00    8.45065E-03    5.25917E-02    2.21388E-01
