108.570029 759.193735
109.059745 761.803944
109.059745 756.583527
109.549461 762.964037
109.549461 756.293503
110.039177 765.574246
110.039177 761.803944
110.039177 756.293503
110.528893 767.604408
110.528893 761.513921
110.528893 756.003480
111.018609 768.474478
111.508325 769.054524
111.998041 769.924594
112.487757 770.504640
112.977473 770.794664
113.467189 777.175174
113.467189 774.564965
113.467189 771.374710
113.956905 778.625290
113.956905 775.725058
113.956905 772.824826
114.446621 780.365429
114.446621 773.984919
114.936337 781.525522
114.936337 773.984919
115.426053 783.265661
115.426053 773.984919
115.915769 786.165893
115.915769 773.984919
116.405485 773.984919
116.895201 773.984919
117.384917 773.984919
143.339863 805.887471
143.829579 807.917633
143.829579 803.857309
143.829579 800.377030
143.829579 777.755220
144.319295 808.207657
144.319295 802.987239
144.319295 800.667053
144.319295 779.495360
144.319295 776.015081
144.809011 808.497680
144.809011 801.537123
144.809011 780.655452
144.809011 775.435035
145.298727 809.077726
145.298727 800.087007
145.298727 781.235499
145.298727 774.854988
145.788443 813.138051
145.788443 809.367749
145.788443 800.087007
145.788443 781.525522
145.788443 774.564965
146.278159 812.848028
146.278159 809.947796
146.278159 800.087007
146.278159 782.395592
146.278159 774.274942
146.767875 812.267981
146.767875 810.237819
146.767875 800.087007
146.767875 783.845708
146.767875 781.525522
146.767875 773.984919
147.257591 811.977958
147.257591 810.527842
147.257591 800.087007
147.257591 785.295824
147.257591 781.525522
147.257591 773.694896
147.747307 811.687935
147.747307 810.817865
147.747307 800.087007
147.747307 786.165893
147.747307 781.235499
147.747307 773.404872
148.237023 811.107889
148.237023 800.087007
148.237023 786.455916
148.237023 781.235499
148.237023 773.404872
148.726738 811.107889
148.726738 800.087007
148.726738 786.745940
148.726738 781.235499
148.726738 773.404872
149.216454 811.107889
149.216454 800.087007
149.216454 786.745940
149.216454 781.235499
149.216454 773.404872
149.706170 811.107889
149.706170 800.087007
149.706170 787.035963
149.706170 781.235499
149.706170 773.404872
149.706170 770.214617
150.195886 811.107889
150.195886 800.087007
150.195886 787.035963
150.195886 781.235499
150.195886 773.694896
150.195886 772.534803
150.195886 767.894432
150.685602 811.107889
150.685602 800.087007
150.685602 787.035963
150.685602 781.235499
150.685602 773.984919
150.685602 764.704176
151.175318 811.107889
151.175318 800.087007
151.175318 787.035963
151.175318 781.235499
151.175318 773.984919
151.175318 761.513921
151.665034 811.107889
151.665034 800.087007
151.665034 787.035963
151.665034 780.945476
151.665034 773.984919
151.665034 762.093968
151.665034 760.643852
152.154750 811.107889
152.154750 800.087007
152.154750 787.035963
152.154750 780.945476
152.154750 773.984919
152.154750 762.383991
152.154750 760.063805
152.644466 811.107889
152.644466 800.087007
152.644466 787.325986
152.644466 780.945476
152.644466 774.274942
152.644466 762.674014
152.644466 759.193735
152.644466 751.073086
153.134182 811.107889
153.134182 800.087007
153.134182 787.906032
153.134182 780.655452
153.134182 774.274942
153.134182 762.964037
153.134182 758.323666
153.134182 753.393271
153.134182 749.912993
153.623898 811.107889
153.623898 799.796984
153.623898 789.356148
153.623898 787.035963
153.623898 780.655452
153.623898 774.274942
153.623898 763.254060
153.623898 757.743619
153.623898 755.133411
153.623898 749.622970
154.113614 811.107889
154.113614 799.506961
154.113614 790.226218
154.113614 786.745940
154.113614 780.655452
154.113614 774.274942
154.113614 763.544084
154.113614 756.293503
154.113614 749.622970
154.603330 811.107889
154.603330 799.216937
154.603330 793.706497
154.603330 786.455916
154.603330 780.365429
154.603330 774.564965
154.603330 763.834107
154.603330 749.332947
155.093046 811.107889
155.093046 798.056845
155.093046 790.226218
155.093046 785.585847
155.093046 780.075406
155.093046 774.854988
155.093046 763.834107
155.093046 749.332947
155.582762 811.107889
155.582762 799.216937
155.582762 790.226218
155.582762 784.715777
155.582762 779.785383
155.582762 777.175174
155.582762 763.834107
155.582762 749.332947
156.072478 811.107889
156.072478 799.506961
156.072478 790.226218
156.072478 784.135731
156.072478 779.495360
156.072478 763.834107
156.562194 811.107889
156.562194 799.506961
156.562194 789.936195
156.562194 783.845708
156.562194 779.785383
156.562194 763.834107
157.051910 810.237819
157.051910 799.506961
157.051910 782.105568
157.051910 763.834107
157.541626 811.977958
157.541626 810.817865
157.541626 808.497680
157.541626 799.796984
157.541626 763.834107
158.031342 814.878190
158.031342 810.817865
158.031342 807.917633
158.031342 800.087007
158.031342 763.834107
158.521058 817.778422
158.521058 810.817865
158.521058 807.627610
158.521058 800.377030
159.010774 819.808585
159.010774 818.068445
159.010774 810.817865
159.010774 807.337587
159.010774 800.667053
159.500490 818.938515
159.500490 810.817865
159.500490 807.047564
159.500490 800.957077
159.990206 810.817865
159.990206 806.757541
159.990206 801.247100
160.479922 810.527842
160.479922 806.467517
160.479922 801.247100
160.969638 810.237819
160.969638 806.177494
160.969638 801.537123
161.459354 809.947796
161.459354 806.177494
161.459354 801.827146
161.949070 809.947796
161.949070 805.887471
161.949070 802.117169
162.438786 809.947796
162.438786 805.597448
162.438786 802.407193
162.928501 809.947796
162.928501 805.307425
162.928501 802.407193
163.418217 809.947796
163.418217 805.017401
163.418217 802.697216
163.907933 805.017401
163.907933 802.987239
163.907933 802.407193
164.397649 805.017401
164.397649 802.987239
164.887365 804.727378
164.887365 803.277262
165.377081 804.437355
165.377081 803.567285
165.866797 803.857309
166.356513 803.857309
166.846229 804.147332
167.335945 804.437355
167.825661 804.727378
168.315377 804.727378
168.805093 804.727378
173.702253 694.228538
174.191969 695.098608
174.681685 695.678654
175.171401 703.799304
175.171401 695.968677
175.661117 703.799304
175.661117 696.258701
176.150833 703.799304
176.150833 696.838747
176.640548 703.799304
176.640548 697.418794
177.130264 700.899072
177.619980 704.089327
177.619980 697.708817
177.619980 686.107889
178.109696 704.379350
178.109696 697.418794
178.109696 686.107889
178.599412 711.629930
178.599412 704.669374
178.599412 697.128770
178.599412 686.107889
179.089128 711.629930
179.089128 704.959397
179.089128 697.128770
179.089128 686.397912
179.578844 711.629930
179.578844 705.249420
179.578844 696.838747
179.578844 686.397912
180.068560 711.629930
180.068560 705.249420
180.068560 696.838747
180.068560 686.397912
180.558276 709.889791
180.558276 705.539443
180.558276 696.838747
180.558276 686.397912
181.047992 803.857309
181.047992 712.500000
181.047992 707.569606
181.047992 705.539443
181.047992 696.838747
181.047992 686.687935
181.537708 805.597448
181.537708 802.697216
181.537708 712.790023
181.537708 707.279582
181.537708 705.829466
181.537708 696.548724
181.537708 686.687935
182.027424 807.047564
182.027424 802.407193
182.027424 770.504640
182.027424 713.080046
182.027424 706.989559
182.027424 705.829466
182.027424 696.548724
182.027424 686.687935
182.517140 807.917633
182.517140 801.827146
182.517140 770.504640
182.517140 713.370070
182.517140 706.699536
182.517140 705.829466
182.517140 696.548724
182.517140 686.977958
183.006856 808.497680
183.006856 801.247100
183.006856 782.105568
183.006856 770.504640
183.006856 713.370070
183.006856 706.409513
183.006856 696.548724
183.006856 686.977958
183.496572 809.657773
183.496572 800.667053
183.496572 783.845708
183.496572 780.945476
183.496572 770.504640
183.496572 713.660093
183.496572 706.119490
183.496572 696.548724
183.496572 687.267981
183.986288 810.237819
183.986288 800.667053
183.986288 784.135731
183.986288 780.365429
183.986288 770.794664
183.986288 713.660093
183.986288 706.119490
183.986288 696.548724
183.986288 687.267981
184.476004 810.527842
184.476004 800.377030
184.476004 785.005800
184.476004 780.365429
184.476004 770.794664
184.476004 713.950116
